Aano_EGB05519	PHD SNF2_N Helicase_C
Skow_XP_002736653.1	PHD
Skow_XP_002737311.1	PHD PHD Bromodomain
Skow_XP_002738573.1	PHD zf-CXXC zf-CpG_bind_C
Skow_XP_002739187.2	PHD_2 zf-HC5HC2H_2
Skow_XP_002740994.1	ubiquitin TTD PHD SAD_SRA zf-C3HC4
Skow_XP_006811667.1	PHD
Skow_XP_006811701.1	PHD zf-HC5HC2H_2 PHD
Skow_XP_006813368.1	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2 Tudor_2
Skow_XP_006813441.1	PHD BRK TFIIS_M SPOC
Skow_XP_006813742.1	Bromo_TP PHD
Skow_XP_006813753.1	WAC_Acf1_DNA_bd WSD PHD Bromodomain
Skow_XP_006814886.1	zf-RING_2 PHD
Skow_XP_006815984.1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD PHD
Skow_XP_006816866.1	ASXH PHD_3
Skow_XP_006819064.1	JHD zf-CXXC PHD_4 F-box
Skow_XP_006819725.1	WHIM1 PHD
Skow_XP_006820132.1	PHD PHF12_MRG_bd PHD
Skow_XP_006820466.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Skow_XP_006821331.1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Skow_XP_006821802.1	PHD Bromodomain
Skow_XP_006822192.1	PHD Bromodomain
Skow_XP_006822314.1	zf-HC5HC2H PHD PHD
Skow_XP_006823344.1	PHD
Skow_XP_006823602.1	zf-CXXC PHD zf-HC5HC2H FYRN
Skow_XP_006823760.1	WHIM1 WSD PHD PHD
Skow_XP_006824287.1	DDT PHD WSD
Skow_XP_006824363.1	PHD
Skow_XP_006825505.1	Requiem_N PHD
Skow_XP_006825994.1	PHD JHD
Sman_Smp_000150.1_pep	PHD
Sman_Smp_019170.1_pep	JmjN ARID PHD JmjC zf-C5HC2
Sman_Smp_022020.1_pep	PHD zf-CXXC
Sman_Smp_038990.1_pep	PHD PHD Bromodomain
Sman_Smp_079650.1_pep	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Sman_Smp_094360.1_pep	PHD
Sman_Smp_094380.1_pep	PHD FHA
Sman_Smp_097110.1_pep	EPL1 PHD_2 zf-HC5HC2H_2
Sman_Smp_122370.2_pep	WAC_Acf1_DNA_bd WSD PHD PHD Bromodomain
Sman_Smp_123390.1_pep	Requiem_N PHD
Sman_Smp_127180.1_pep	PHD Nop25
Sman_Smp_129330.1_pep	DDT PHD
Sman_Smp_131320.1_pep	PHD zf-MYST MOZ_SAS
Sman_Smp_131550.1_pep	PHD
Sman_Smp_137060.1_pep	PWWP PHD SET
Sman_Smp_137110.1_pep	DUF3504 PHD SAM_1
Sman_Smp_137970.1_pep	PHD_2 zf-HC5HC2H_2
Sman_Smp_152730.1_pep	zf-HC5HC2H PHD PHD
Sman_Smp_156290.1_pep	JmjN ARID PHD JmjC zf-C5HC2 PHD
Sman_Smp_160140.1_pep	PHD BRK
Sman_Smp_161000.2_pep	PHD
Sman_Smp_170760.1_pep	DDT PHD Bromodomain
Sman_Smp_196800.1_pep	PHD
Smoe_EFJ04726	Alfin PHD
Smoe_EFJ05369	BAH PHD
Smoe_EFJ08442	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Smoe_EFJ08835	PHD
Smoe_EFJ09071	PWWP PHD PHD Chromo SNF2_N Helicase_C DUF1087
Smoe_EFJ09423	PHD HAT_KAT11 ZZ
Smoe_EFJ09680	PHD_2 zf-HC5HC2H_2
Smoe_EFJ09775	JmjN ARID PHD JmjC
Smoe_EFJ10374	PHD Y_phosphatase2
Smoe_EFJ10611	PHD Homeodomain
Smoe_EFJ11544	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Smoe_EFJ12107	PHD
Smoe_EFJ13814	PHD_2 zf-HC5HC2H_2
Smoe_EFJ14963	PHD
Smoe_EFJ16306	BAH PHD
Smoe_EFJ16569	zf-RING_2 PHD
Smoe_EFJ17564	ING PHD
Smoe_EFJ18065	PHD PHD_2 zf-HC5HC2H_2 SET
Smoe_EFJ18575	SNF2_N PHD zf-C3HC4_3 Helicase_C PPR PPR_2 PPR_2 PPR_3
Smoe_EFJ18933	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Smoe_EFJ19680	PHD Y_phosphatase2
Smoe_EFJ20543	PHD zf-MIZ
Smoe_EFJ20595	DDT WHIM1 PHD
Smoe_EFJ21827	Alfin PHD
Smoe_EFJ23163	PHD BAH AAA AAA_lid_10
Smoe_EFJ23237	Alfin PHD
Smoe_EFJ23651	PHD_2 zf-HC5HC2H_2 SET
Smoe_EFJ24026	PWWP FYRN FYRC PHD_2 zf-HC5HC2H_2 SET
Smoe_EFJ24396	Jas
Smoe_EFJ24916	Jas PHD
Smoe_EFJ25159	PHD BAH AAA AAA_lid_10
Smoe_EFJ28497	PHD
Smoe_EFJ28659	DDT WHIM1 PHD
Smoe_EFJ29598	PHD
Smoe_EFJ30219	Jas PHD
Smoe_EFJ30418	PHD Rho_N
Smoe_EFJ31081	PHD
Smoe_EFJ32073	PTCB-BRCT BRCT PHD
Smoe_EFJ33405	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2
Smoe_EFJ34250	PHD
Smoe_EFJ34404	PHD_2 zf-HC5HC2H_2 SET
Smoe_EFJ34595	zf-TAZ PHD HAT_KAT11 ZZ NDUF_B7
Smoe_EFJ34635	PHD
Smoe_EFJ35354	PHD Homeodomain
Smoe_EFJ35658	Jas PHD
Smoe_EFJ36474	SNF2_N PHD zf-C3HC4_3 Helicase_C PPR PPR_2 PPR_2 PPR_3
Smoe_EFJ37778	PTCB-BRCT BRCT PHD
Sphfal_Sphfalx01G043300.1.p	PHD
Sphfal_Sphfalx01G057100.1.p	PHD
Sphfal_Sphfalx01G063300.1.p	PHD
Sphfal_Sphfalx01G077000.1.p	Jas PHD
Sphfal_Sphfalx01G077000.2.p	Jas PHD
Sphfal_Sphfalx01G077000.3.p	Jas PHD
Sphfal_Sphfalx01G077000.4.p	Jas PHD
Sphfal_Sphfalx01G093400.1.p	PHD zf-MIZ
Sphfal_Sphfalx01G107800.1.p	BAH PHD
Sphfal_Sphfalx01G121300.1.p	PHD
Sphfal_Sphfalx01G156900.1.p	PHD
Sphfal_Sphfalx01G167300.1.p	PHD
Sphfal_Sphfalx01G193800.1.p	PHD
Sphfal_Sphfalx01G202700.10.p	PWWP PHD Chromo Chromo SNF2_N DUF1087
Sphfal_Sphfalx01G202700.5.p	PWWP PHD Chromo Chromo SNF2_N DUF1087
Sphfal_Sphfalx01G207400.1.p	PHD
Sphfal_Sphfalx02G000100.1.p	PHD
Sphfal_Sphfalx02G003700.1.p	PHD
Sphfal_Sphfalx02G004000.1.p	rve PHD
Sphfal_Sphfalx02G034000.1.p	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Sphfal_Sphfalx02G067200.1.p	PHD
Sphfal_Sphfalx02G112100.1.p	PHD
Sphfal_Sphfalx02G126500.1.p	Jas PHD
Sphfal_Sphfalx02G128800.1.p	PHD Chromo Chromo SNF2_N
Sphfal_Sphfalx03G015700.1.p	PHD
Sphfal_Sphfalx03G061900.1.p	BAH PHD
Sphfal_Sphfalx03G061900.2.p	BAH PHD
Sphfal_Sphfalx03G095600.1.p	PHD
Sphfal_Sphfalx03G118700.1.p	PHD
Sphfal_Sphfalx04G013300.1.p	PHD
Sphfal_Sphfalx04G020000.1.p	Jas PHD_2 zf-HC5HC2H_2
Sphfal_Sphfalx04G035600.1.p	PHD zf-MIZ
Sphfal_Sphfalx04G042900.1.p	AAA_34 PHD Helicase_C_4
Sphfal_Sphfalx04G042900.3.p	AAA_34 PHD Helicase_C_4
Sphfal_Sphfalx04G069600.1.p	PHD
Sphfal_Sphfalx04G069800.1.p	PHD
Sphfal_Sphfalx04G074100.1.p	PHD
Sphfal_Sphfalx04G108800.1.p	PHD
Sphfal_Sphfalx04G116900.1.p	PHD BAH AAA AAA_lid_10
Sphfal_Sphfalx04G130500.1.p	PHD
Sphfal_Sphfalx05G014200.1.p	Jas PHD_2 zf-HC5HC2H_2 SET
Sphfal_Sphfalx05G014200.2.p	PHD_2 zf-HC5HC2H_2 SET
Sphfal_Sphfalx05G044500.1.p	PHD
Sphfal_Sphfalx05G081200.1.p	PHD
Sphfal_Sphfalx05G110500.1.p	zf-TAZ PHD HAT_KAT11 ZZ zf-TAZ
Sphfal_Sphfalx06G005500.1.p	PHD
Sphfal_Sphfalx06G012200.1.p	PHD
Sphfal_Sphfalx06G024200.1.p	PHD
Sphfal_Sphfalx06G053000.1.p	PHD Homeodomain
Sphfal_Sphfalx06G053000.2.p	PHD Homeodomain
Sphfal_Sphfalx06G080600.1.p	PWWP PHD Chromo SNF2_N Helicase_C DUF1087
Sphfal_Sphfalx06G099500.1.p	PWWP PHD PHD_2 zf-HC5HC2H_2 SET
Sphfal_Sphfalx06G120300.1.p	PWWP FYRN FYRC PHD_2 zf-HC5HC2H_2 SET
Sphfal_Sphfalx07G005800.1.p	PHD Myb_DNA-binding
Sphfal_Sphfalx07G005800.2.p	PHD
Sphfal_Sphfalx07G005800.3.p	PHD
Sphfal_Sphfalx07G005800.8.p	PHD Myb_DNA-binding
Sphfal_Sphfalx07G013000.1.p	Jas Jas PHD
Sphfal_Sphfalx07G084800.1.p	PHD
Sphfal_Sphfalx07G085700.1.p	PWWP PHD PHD_2 zf-HC5HC2H_2 SET
Sphfal_Sphfalx07G085700.3.p	PWWP PHD PHD_2 zf-HC5HC2H_2 SET
Sphfal_Sphfalx07G104100.1.p	MBD DDT Bromodomain PHD WHIM1 WSD
Sphfal_Sphfalx08G023200.1.p	PHD
Sphfal_Sphfalx08G033700.1.p	PHD
Sphfal_Sphfalx08G054500.1.p	PHD Chromo SNF2_N DUF1087
Sphfal_Sphfalx08G058400.1.p	BAH PHD
Sphfal_Sphfalx08G117400.1.p	PHD
Sphfal_Sphfalx08G123300.1.p	zf-TAZ PHD HAT_KAT11 ZZ zf-TAZ
Sphfal_Sphfalx09G072300.1.p	PHD
Sphfal_Sphfalx09G106600.1.p	PHD
Sphfal_Sphfalx10G049800.10.p	PHD BAH
Sphfal_Sphfalx10G049800.1.p	PHD BAH
Sphfal_Sphfalx10G049800.9.p	PHD
Sphfal_Sphfalx10G057400.1.p	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PLU-1 PLU-1 PLU-1 PHD
Sphfal_Sphfalx10G075500.1.p	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086
Sphfal_Sphfalx10G077800.1.p	PHD
Sphfal_Sphfalx11G014400.1.p	Agenet Jas PHD
Sphfal_Sphfalx11G014400.2.p	Agenet Jas PHD
Sphfal_Sphfalx11G014400.3.p	Agenet Jas PHD
Sphfal_Sphfalx11G028900.1.p	PHD
Sphfal_Sphfalx11G037400.1.p	PHD BAH
Sphfal_Sphfalx11G042200.1.p	PHD
Sphfal_Sphfalx11G045500.1.p	PHD
Sphfal_Sphfalx12G012000.1.p	PHD
Sphfal_Sphfalx12G032700.1.p	zf-RING_2 PHD
Sphfal_Sphfalx12G032700.2.p	zf-RING_2 PHD
Sphfal_Sphfalx12G086500.1.p	PHD
Sphfal_Sphfalx12G098200.1.p	PHD
Sphfal_Sphfalx13G028600.1.p	PHD Chromo Chromo SNF2_N Helicase_C
Sphfal_Sphfalx13G028600.3.p	PHD Chromo Chromo SNF2_N Helicase_C
Sphfal_Sphfalx13G071800.1.p	PHD
Sphfal_Sphfalx13G079600.1.p	PHD
Sphfal_Sphfalx13G118400.1.p	PHD
Sphfal_Sphfalx14G007500.1.p	PHD
Sphfal_Sphfalx14G067900.1.p	PHD
Sphfal_Sphfalx14G074000.1.p	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2
Sphfal_Sphfalx14G084300.1.p	PHD
Sphfal_Sphfalx15G016300.1.p	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Sphfal_Sphfalx15G035800.1.p	BAH PHD
Sphfal_Sphfalx15G035800.4.p	BAH PHD
Sphfal_Sphfalx15G044200.1.p	PHD
Sphfal_Sphfalx15G046000.1.p	PHD
Sphfal_Sphfalx15G048700.2.p	PHD zf-MIZ
Sphfal_Sphfalx15G054400.1.p	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PLU-1 PLU-1 PHD PHD
Sphfal_Sphfalx15G069800.1.p	PHD
Sphfal_Sphfalx15G076900.1.p	PWWP FYRN FYRC PHD_2 zf-HC5HC2H_2 SET
Sphfal_Sphfalx15G103400.1.p	PHD
Sphfal_Sphfalx15G103400.2.p	PHD
Sphfal_Sphfalx16G003800.1.p	PHD
Sphfal_Sphfalx16G072400.1.p	Jas Jas PHD
Sphfal_Sphfalx16G096400.1.p	Alfin PHD
Sphfal_Sphfalx17G000500.1.p	PHD
Sphfal_Sphfalx17G011600.1.p	PHD
Sphfal_Sphfalx17G033700.1.p	PHD
Sphfal_Sphfalx17G036000.1.p	BAH PHD
Sphfal_Sphfalx17G100200.1.p	Alfin PHD
Sphfal_Sphfalx18G018600.1.p	Alfin PHD
Sphfal_Sphfalx18G093000.1.p	PHD
Sphfal_Sphfalx18G100200.1.p	PHD
Sphfal_Sphfalx19G042000.1.p	PHD zf-HC5HC2H_2
Sphfal_Sphfalx19G057700.1.p	PHD
Sphfal_Sphfalx19G091400.1.p	Alfin PHD
Sphfal_Sphfalx20G011600.1.p	PHD
Spimul_12756_TR6759_c0_g1	PHD
Spimul_14383_TR7744_c1_g1	EPL1 PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2
Spimul_16399_TR8807_c0_g1	PHD PHD
Spimul_25753_TR12809_c0_g1	PHD TFIIS_M SPOC
Spimul_26053_TR12984_c1_g1	PHD_2 zf-HC5HC2H_2 BRCT
Spimul_26851_TR13349_c0_g1	PHD zf-CpG_bind_C
Spimul_5522_TR2800_c0_g1	ING PHD
Spimul_6192_TR3183_c0_g1	PHD
Spimul_8887_TR4691_c0_g1	PHD
Spis_Spis19811_1	PHD
Spis_XP_022779266_1	MBD WSD PHD PHD Bromodomain
Spis_XP_022780880_1	Cupin_8 JHD zf-CXXC PHD_4 F-box LRR_6
Spis_XP_022781458_1	PHD PHF12_MRG_bd PHD FHA
Spis_XP_022783245_1	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD PHD Bromodomain
Spis_XP_022783467_1	PHD zf-CXXC zf-CpG_bind_C
Spis_XP_022785243_1	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2 Tudor_2
Spis_XP_022785610_1	PHD
Spis_XP_022786543_1	Linker_histone PHD zf-C2HC zf-MYST MOZ_SAS
Spis_XP_022787990_1	Bromo_TP PHD
Spis_XP_022789801_1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Spis_XP_022790441_1	PHD
Spis_XP_022791636_1	PHD PHD
Spis_XP_022792339_1	PHD_2 zf-HC5HC2H_2
Spis_XP_022792628_1	PHD
Spis_XP_022793822_1	zf-RING_2 PHD
Spis_XP_022794859_1	PHD zf-MYND
Spis_XP_022795877_1	PHD_2 zf-HC5HC2H_2
Spis_XP_022796965_1	PHD Cupin_8 JHD
Spis_XP_022797047_1	PHD SAM_1
Spis_XP_022797365_1	PHD SET
Spis_XP_022798202_1	PHD BRK TFIIS_M SPOC
Spis_XP_022798458_1	HARE-HTH ASXH PHD_3
Spis_XP_022798509_1	PHD
Spis_XP_022798532_1	PHD zf-HC5HC2H_2
Spis_XP_022798533_1	PHD PHD
Spis_XP_022798602_1	Requiem_N PHD
Spis_XP_022799040_1	zf-HC5HC2H PHD PHD PHD zf-HC5HC2H FYRN FYRC SET
Spis_XP_022799041_1	MH1 MH1 zf-HC5HC2H PHD PHD
Spis_XP_022799223_1	zf-B_box zf-B_box PHD Bromodomain
Spis_XP_022799739_1	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD PHD Bromodomain
Spis_XP_022800302_1	PHD PHD Bromodomain
Spis_XP_022801801_1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD
Spis_XP_022802937_1	Tudor-knot PHD
Spis_XP_022805279_1	PHD
Spis_XP_022806096_1	ubiquitin TTD PHD SAD_SRA
Spis_XP_022806271_1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Spis_XP_022807547_1	PHD
Spom_SPAC16C9.05.1_pep	PHD
Spom_SPAC22E12.11c.1_pep	PHD
Spom_SPAC2F7.07c.1_pep	PHD
Spom_SPAC30D11.08c.1_pep	PHD
Spom_SPAC343.11c.1_pep	JmjC zf-C5HC2 PLU-1 PHD
Spom_SPAC3H1.12c.1_pep	BAH PHD zf-HC5HC2H_2
Spom_SPBC1685.08.1_pep	PHD
Spom_SPBC17D11.04c.1_pep	EPL1 PHD_2 zf-HC5HC2H_2
Spom_SPBC4.05.1_pep	zf-UBR PHD
Spom_SPBP19A11.06.1_pep	ARID PHD JmjC zf-C5HC2 PLU-1
Spom_SPCC126.07c.1_pep	PHD
Spom_SPCC4G3.07c.1_pep	PHD
Spom_SPCC594.05c.1_pep	PHD
Spom_SPCC645.13.1_pep	PHD TFIIS_M SPOC
Spun_KNC95952	PHD zf-MYST MOZ_SAS
Spun_KNC96040	PHD Linker_histone
Spun_KNC96634	B-block_TFIIIC PHD
Spun_KNC97398	PHD
Spun_KNC97563	SNF2_N Helicase_C PHD
Spun_KNC97638	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD PHD
Spun_KNC98122	PHD
Spun_KNC99032	BAH PHD_2 zf-HC5HC2H_2
Spun_KND00230	PHD TFIIS_M SPOC
Spun_KND00733	CRC_subunit PHD
Spun_KND01024	PHD_2 zf-HC5HC2H_2
Spun_KND01460	PHD JmjC JHD
Spun_KND02444	PHD_2 zf-HC5HC2H_2 PHD
Spun_KND02777	PHD
Spun_KND03475	PHD
Spun_KND03610	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Spun_KND03649	HLH PHD
Spun_KND04178	PHD
Spun_KND04184	SNF2_N PHD zf-C3HC4_3
Spur_XP_003725656.2	PHD
Spur_XP_011663594.2	PT PHD BRK TFIIS_M SPOC
Spur_XP_011670040.1	Tudor_2 PHD Mtf2_C
Spur_XP_011675005.2	PHD_2 zf-HC5HC2H_2
Spur_XP_011675008.2	PHD_2 zf-HC5HC2H_2
Spur_XP_011675009.2	PHD_2 zf-HC5HC2H_2
Spur_XP_011676547.2	PHD SET
Spur_XP_011676552.2	PHD SET
Spur_XP_011680086.2	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD PHD Bromodomain
Spur_XP_011680112.1	Requiem_N PHD
Spur_XP_011680113.1	Requiem_N PHD
Spur_XP_011680115.1	Requiem_N PHD
Spur_XP_011681285.2	zf-HC5HC2H PHD PHD zf-HC5HC2H_2 FYRN FYRC SET
Spur_XP_011681294.2	zf-HC5HC2H PHD PHD zf-HC5HC2H_2 FYRN FYRC SET
Spur_XP_011683328.2	HARE-HTH ASXH PHD_3
Spur_XP_011683343.2	HARE-HTH ASXH PHD_3
Spur_XP_030827947.1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD
Spur_XP_030828174.1	PHD zf-HC5HC2H_2 PHD
Spur_XP_030828603.1	MBD DDT PHD Bromodomain
Spur_XP_030828608.1	MBD DDT PHD Bromodomain
Spur_XP_030828609.1	MBD DDT PHD Bromodomain
Spur_XP_030828610.1	MBD DDT PHD Bromodomain
Spur_XP_030828611.1	MBD DDT PHD Bromodomain
Spur_XP_030828628.1	zf-HC5HC2H PHD PHD zf-HC5HC2H_2 FYRN FYRC SET
Spur_XP_030828974.1	Bromo_TP PHD
Spur_XP_030831532.1	PHD PHF12_MRG_bd
Spur_XP_030832510.1	PHD
Spur_XP_030833720.1	YqaJ PHD
Spur_XP_030834358.1	PHD zf-HC5HC2H FYRN FYRC SET
Spur_XP_030834498.1	PHD Exo_endo_phos_2
Spur_XP_030835458.1	PHD zf-MYST MOZ_SAS
Spur_XP_030835459.1	PHD zf-MYST MOZ_SAS
Spur_XP_030835461.1	PHD zf-MYST MOZ_SAS
Spur_XP_030836095.1	EPL1 PHD_2 zf-HC5HC2H_2
Spur_XP_030837622.1	PHD
Spur_XP_030838711.1	YqaJ PHD
Spur_XP_030839910.1	DDT WSD PHD PHD Bromodomain
Spur_XP_030839912.1	DDT WSD PHD PHD Bromodomain
Spur_XP_030839913.1	DDT WSD PHD PHD Bromodomain
Spur_XP_030841013.1	PHD Exo_endo_phos_2
Spur_XP_030841878.1	NACHT PHD RVT_1
Spur_XP_030842506.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Spur_XP_030842515.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Spur_XP_030842516.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Spur_XP_030845031.1	PHD
Spur_XP_030845032.1	PHD
Spur_XP_030845033.1	PHD
Spur_XP_030845034.1	PHD
Spur_XP_030845035.1	PHD
Spur_XP_030845056.1	PHD
Spur_XP_030845225.1	zf-RING_2 PHD
Spur_XP_030845551.1	PHD
Spur_XP_030847709.1	PHD PHF12_MRG_bd
Spur_XP_030849190.1	PHD
Spur_XP_030849368.1	DDT WHIM1 WSD PHD Bromodomain
Spur_XP_030849872.1	WSD PHD Bromodomain
Spur_XP_030850087.1	PHD Exo_endo_phos_2 RVT_1
Spur_XP_030850796.1	WSD PHD Bromodomain
Spur_XP_030851904.1	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2
Spur_XP_030851905.1	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2
Spur_XP_030852226.1	PHD SAM_1
Spur_XP_030852332.1	ubiquitin TTD PHD SAD_SRA
Spur_XP_030852562.1	PHD SAM_1
Spur_XP_030853022.1	PHD Exo_endo_phos_2
Spur_XP_030853478.1	Peptidase_C48 PHD
Spur_XP_030855988.1	PHD zf-CXXC zf-CXXC zf-CXXC PHD zf-CXXC zf-CXXC zf-CXXC zf-CXXC zf-CpG_bind_C
Spur_XP_030855989.1	PHD zf-CXXC zf-CXXC zf-CXXC PHD zf-CXXC zf-CXXC zf-CXXC zf-CXXC zf-CpG_bind_C
Spur_XP_030855990.1	PHD zf-CXXC zf-CXXC zf-CXXC PHD zf-CXXC zf-CXXC zf-CXXC zf-CXXC zf-CpG_bind_C
Spur_XP_030856332.1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Spur_XP_030856400.1	PHD Cupin_8 JHD
Spur_XP_780290.4	Cupin_8 JHD zf-CXXC PHD_4 F-box-like
Spur_XP_780718.4	PT PHD BRK TFIIS_M SPOC
Spur_XP_783138.4	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD PHD Bromodomain
Spur_XP_785947.2	PHD
Spur_XP_788653.3	Requiem_N PHD
Spur_XP_791313.1	PHD
Sros_EGD72885	PHD Chromo SNF2_N Helicase_C
Sros_EGD73220	JmjN ARID PHD JmjC PHD
Sros_EGD75698	PHD zf-CpG_bind_C
Sros_EGD76844	BAH PHD
Sros_EGD77800	DAGK_cat EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Sros_EGD78058	JmjN JmjC PHD_2 zf-HC5HC2H_2
Sros_EGD78296	PWWP HMG_box HMG_box PHD PWWP AWS SET
Sros_EGD79768	PHD TFIIS_M SPOC
Sros_EGD80859	PHD
Sros_EGD81497	PHD_2 zf-HC5HC2H_2
Sros_EGD82655	PHD JmjC JHD
Sros_EGD82835	PHD
Sros_EGD83175	PHD PHD LRR_6 LRR_6
Styinc_Gene13989_m13989	PHD
Styinc_Gene20696_m20696	ING PHD
Styinc_Gene35499_m35499	PWWP PHD
Styinc_Gene39442_m39442	PHD_2
Styinc_Gene45057_m45057	PHD_2 zf-HC5HC2H_2
Symmic_Smic20986	PHD PWWP
Symmic_Smic26304	zf-RING_2 PHD
Symmic_Smic26306	PHD SNF2_N Helicase_C FAD_syn
Symmic_Smic33371	PHD
Symmic_Smic33956	zf-RING_2 PHD
Tadh_P19587	PHD JmjC JHD
Tadh_P23466	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD
Tadh_P26973	PHD
Tadh_P27056	PHD Chromo SNF2_N Helicase_C DUF1087
Tadh_P27303	PHD zf-CXXC zf-CpG_bind_C
Tadh_P28636	PHD
Tadh_P30335	PHD_2 zf-HC5HC2H_2
Tadh_P33351	PHD
Tadh_P35784	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Tadh_P51258	PHD
Tadh_P51933	zf-RING_2 PHD
Tadh_P51968	PHD
Tadh_P53785	PHD zf-HC5HC2H_2 PHD
Tadh_P53787	MBD DDT WHIM1 WSD PHD PHD Bromodomain
Tadh_P54118	PHD
Tadh_P55230	PHD zf-MYST MOZ_SAS
Tadh_P55483	PHD
Tadh_P56605	Tudor_2 PHD
Tadh_P56898	PHD
Tadh_P58043	PHD SAM_1
Tadh_P58384	PHD TFIIS_M
Tadh_P59019	PHD PHF12_MRG_bd
Tadh_P61269	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD Bromodomain
Tadh_P61645	PHD
Tadh_P61865	PHD SET
Tadh_P64161	PHD
Tadh_wf_g602_t1	PHD_2
Tcas_XP_001812556.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Tcas_XP_001814014.1	PHD PHF12_MRG_bd FHA
Tcas_XP_001814148.1	Bromo_TP PHD
Tcas_XP_008190490.1	JmjC zf-CXXC PHD_4 F-box-like
Tcas_XP_008192914.1	ASXH PHD_3
Tcas_XP_008193235.1	PHD_2 zf-HC5HC2H_2
Tcas_XP_008193239.1	PHD_2 zf-HC5HC2H_2
Tcas_XP_008193240.1	PHD_2 zf-HC5HC2H_2
Tcas_XP_008193391.1	PHD
Tcas_XP_008193456.1	Bromo_TP PHD
Tcas_XP_008194255.1	PHD BRK TFIIS_M SPOC
Tcas_XP_008194438.1	PHD zf-HC5HC2H_2 PHD PHD
Tcas_XP_008194442.1	PHD zf-HC5HC2H_2 PHD PHD
Tcas_XP_008194446.1	PHD zf-HC5HC2H_2 PHD PHD
Tcas_XP_008194450.1	PHD zf-HC5HC2H_2 PHD PHD
Tcas_XP_008195833.1	MBD CENP-B_N DDT WHIM1 WSD PHD PHD Bromodomain
Tcas_XP_008196097.1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Tcas_XP_008197174.1	ubiquitin TTD PHD SAD_SRA
Tcas_XP_008197592.1	PHD
Tcas_XP_008197593.1	PHD
Tcas_XP_008197662.1	DDT WHIM1 PHD WSD PHD PHD Bromodomain
Tcas_XP_008197696.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Tcas_XP_008198540.1	PHD
Tcas_XP_008198545.1	PHD
Tcas_XP_008198549.1	PHD
Tcas_XP_008199370.1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1
Tcas_XP_008199607.1	zf-RING_2 PHD
Tcas_XP_008199608.1	zf-RING_2 PHD
Tcas_XP_008200071.1	Requiem_N PHD
Tcas_XP_008200178.1	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD PHD Bromodomain
Tcas_XP_008200179.1	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD PHD Bromodomain
Tcas_XP_008200329.1	Tudor_2 PHD Mtf2_C
Tcas_XP_015834318.1	Pkinase zf-B_box zf-B_box PHD Bromodomain
Tcas_XP_015837090.1	MBD CENP-B_N DDT WHIM1 WSD PHD PHD Bromodomain
