orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
WD40.HG1.20:like:THOC3:likeclu:14	Cscu,Drer,Emul,Marpol,Ocar,Ppat,Sacu	Eukaryota	Ambulacraria,Amoebozoa,Ancyromonadida,Azfi,Bralan,CRuMs,Calcarea,Charophyta,Chlorophyta,Choanoflagellata,Cint,CniTri,Cpar,Cryptista,Demospongiae,Discoba,Filasterea,Hemimastigophora,Holomycota,Hsap,Lophotrochozoa,Lpol,Malawimonadidae,Metamonada,Meteor,Mlei,Pancrustacea,Pygbif,Rhodophyta,SARHap,Sman,Smoe,Spermatophyta,Sphfal,Tardigrada,Teretosporea,Ttra	1	37	41
WD40.HG1.21:like:WDR82:likeclu:3	Fabtro	Fabtro		1	0	1
WD40.HG1.22:like:WDR82:likeclu:3	Porpur	Porpur		1	0	1
WD40.HG1.2:like:WDR82:likeclu:3	Ancsig,Chocri,Clim,Gracho,Porpur,Porumb	Eukaryota	Amoebozoa,CRuMs,Cmer,Cpar,Cryptista,Discoba,Fabtro,Filozoa,Hemimastigophora,Holomycota,Ichthyosporea,Malawimonadidae,Metamonada,Meteor,Nutlon,Plamic,Pygbif,SARHap,Ttra,Viridiplantae	1	20	23
WD40.HG1.3:WDR82	Aano,Acas,Acoe,Adig,Alblai,Amac,Amobb2,Andgod,Apla,Aque,Atha,Atri,Auraur,Azfi,Bden,Bdis,Bnat,Bralan,Cang,Carmem,Caulen,Cavfas,Ccin,Cfra,Cgig,Chabra,Chrtob,Cint,Clyhem,Cmer,Cneo,Cocsub,Coerev,Coka,Concor,Cowc,Cpar,Cscu,Ctel,Cvar,Cvel,Ddis,Diprot,Dmel,Dpul,Drer,Ehux,Emue,Emul,Esil,Exapal,Fabtro,Gefoke,Gonavo,Gpro,Gthe,Hduj,Helrob,Hemkuk,Hetalb,Hsap,Hydvul,Ihof,Jaklib,Klenit,Lcom,Lgig,Linana,Lpol,Maljak,Manpla,Marpol,Masbal,Mbre,Mcir,Meteor,Mgut,Mlei,Morelo,Morvir,Mpus,Ncra,Ngad,Ngru,Nk52,Notgen,Nutlon,Nvec,Ocar,Otau,Oxytri,Pavlsp,Pbla,Perkma,Pfal,Phakir,Phatri,Phoaus,Pinf,Plabra,Plafun,Plamic,Porumb,Ppat,Ptet,Ptyfla,Pygbif,Rall,Ramvar,Recame,Retfil,Rhidel,Rigram,Rirr,Sacu,Sappar,Sarc,Sbic,Scer,Scil,Secula,Skow,Sman,Smoe,Sphfal,Spimul,Spis,Spom,Spun,Spur,Sros,Styinc,Symmic,Tadh,Tcas,Tetwil,Tgon,Tielac,Tmel,Tpse,Tthe,Ttra,Ulvmut,Umay,Umbram,Vcar	Eukaryota	Ancsig,Bremin,Clim,Crei,DiploKip,Eimten,Euglenozoa,Falb,Florideophyceae,Jakbah,Labyrinthulea,Malcal,Mvib,Pisp,Porpur,Tvag,Vitbra	1	17	348
WD40.HG1.4:like:AHI1/ATG16L1/DCAF8/DCAF8L2/THOC3/WDR44:likeclu:7/12/14/16/17	Acoe,Atha,Bdis,Chabra,Concor,Cpar,Klenit,Linana,Malcal,Manpla,Marpol,Mgut,Plafun,Plamic,Ppat,Sbic,Smoe,Sphfal	Eukaryota	Ancyromonadidae,Annelida,ArtTardi,Atri,Blastocladiomycota,Chlorophyta,Choanoflagellata,Chytridiomycota,CniTri,Coerev,Cryptista,Deuterostomia,DikaMuco,Discoba,EvoDiscosea,Fabtro,Falb,Filasterea,Gefoke,Hemimastigophora,Maljak,Metamonada,Meteor,Mlei,Mollusca,Notgen,Phoaus,Platyhelminta,Polypodiopsida,Porifera,Pygbif,Rall,Rhodophyta,RigiDiph,SARHap,Teretosporea,Ttra	1	37	63
WD40.HG1.5:like:AHI1/ATG16L1/DCAF8/DCAF8L2/THOC3/WDR44:likeclu:7/12/14/16/17	Acoe,Adig,Atri,Bnat,Bralan,Cfra,Cscu,Emue,Exapal,Fabtro,Hetalb,Hydvul,Ihof,Nvec,Sarc,Sbic,Sphfal,Vitbra	Eukaryota	Acas,Ambulacraria,AncyPlano,Apicomplexa,Aque,Bdis,CRuMs,Cavfas,Charophyta,Chlorophyta,Choanoflagellata,Ciliata,Clim,Clyhem,Cpar,Cryptista,Cvel,Dictyosteliales,Dinozoa,Discoba,Filasterea,Haptista,Hemimastigophora,Holomycota,HomoCalc,Lpol,Malawimonadidae,Marpol,Masbal,Metamonada,Meteor,Mlei,Nk52,Pancrustacea,Pentapetalae,Plabra,Plafun,Polypodiopsida,Ppat,Pygbif,Retfil,Rhodophyta,ScyCubozoa,Smoe,Spiralia,Spis,Stramenopiles,Tadh,Tardigrada,Tetwil,Ttra,VertTuni	1	52	78
WD40.HG1.6:like:AHI1/ATG16L1/DCAF8/DCAF8L2/THOC3/WDR44:likeclu:7/12/14/16/17	Amobb2,Gefoke,Hydvul,Morelo,Ngru,Nk52,Nvec,Ocar,Ppat,Retfil,Tmel,Tvag	Eukaryota	Amoebozoa,Ancyromonadida,Basidiomycota,Bilateria,Blastocladiomycota,CRuMs,Calcarea,Cercozoa,Charophyta,Chlorophyta,Choanoflagellata,Chytridiomycota,Clim,Clyhem,Cpar,Cryptista,Demospongiae,Euglenozoa,Exapal,Falb,Filasterea,Fornicata,Haptista,Hemimastigophora,Icthyophonida,Jakobida,Malawimonas,Marpol,Meteor,Mlei,Mucorales,Ncra,Phakir,Pygbif,Rall,Rhodophyta,Rirr,Scer,Scleractinia,ScyCubozoa,Sphfal,Spom,StrAlv,Tadh,Tracheophyta,Ttra,Umbram,Zoopagomycota	1	48	67
WD40.HG1.7:ATG16L1	Atri,Auraur,Bdis,Clyhem,Ddis,Dmel,Drer,Emue,Emul,Exapal,Gefoke,Gonavo,Gpro,Helrob,Hsap,Lcom,Lgig,Morvir,Notgen,Oxytri,Phakir,Recame,Rigram,Scil,Sman,Spun,Sros,Ttra	Eukaryota	Acas,Acytosteliales,Ambulacraria,Amobb2,Ancyromonadida,Andalucina,ApiDino,Aque,Arachnida,Bden,Blastocladiomycota,Brachiozoa,Bralan,Bryophyta,Cgig,Charophyta,Chlorophyta,Cint,Cpar,Ctel,Diprot,Dpul,Eudicots,Euglenozoa,Falb,Filasterea,Gthe,Haptista,Hemimastigophora,Hydvul,JakSec,Malawimonas,Manpla,Marpol,Masbal,Mbre,Metamonada,Meteor,Mlei,Ngru,Nvec,Ocar,Oligohymenophorea,Pisp,Plafun,Polypodiopsida,Pygbif,Rall,Rhizaria,Rhodophyta,Sbic,Scleractinia,Smoe,Stramenopiles,Tadh,Tardigrada,Tcas,TerFun,Teretosporea,Tetwil,Tielac	1	61	109
WD40.HG1.8:like:AHI1/ATG16L1/DCAF8/DCAF8L2/THOC3/WDR44:likeclu:7/12/14/16/17	Acoe,Atri,Hydvul,Pbla,Pygbif,Rigram,Sbic,Umbram	Eukaryota	Amoebozoa,Ancyromonadida,Anthozoa,Bdis,Bilateria,Blastocladiomycota,Bryophyta,Charophyta,Chlorophyta,Choanoflagellata,Chytridiomycota,Clyhem,Cpar,Cryptista,Dikarya,Diprot,Discoba,Falb,Filasterea,Hemimastigophora,Malawimonadidae,Manpla,Marpol,Metamonada,Meteor,Mlei,MortGlom,Mucorineae,Pentapetalae,Polypodiopsida,Porifera,Rall,Rhodophyta,SARHap,ScyCubozoa,Smoe,Tadh,Teretosporea,Ttra,Zoopagomycota	1	40	45
WD40.HG1.9:like:AHI1/ATG16L1/DCAF8/DCAF8L2/THOC3/WDR44:likeclu:7/12/14/16/17	Atri,Cfra,Coka,Concor,Dpul,Esil,Mcir,Mgut,Sappar,Tcas,Tvag	Eukaryota	Acoe,Alveolata,Amoebozoa,Ancyromonadida,Arachnida,Atha,Blastocladiomycota,Bryophyta,CRuMs,Charophyta,Chlorophyta,Choanoflagellata,Chytridiomycota,Clim,CniTri,Coerev,Cpar,Cryptista,Deuterostomia,DiatPelag,Dikarya,Discoba,Dmel,Falb,Filasterea,Fornicata,Haptista,Hemimastigophora,Ihof,Labyrinthulea,Malawimonadidae,Marpol,Meteor,Mlei,Monocots,MortGlom,Ngad,Nk52,Pbla,PhytAlbu,Polypodiopsida,Porifera,Pygbif,Rall,Rhidel,Rhizaria,Rhodophyta,Sarc,Smoe,Spiralia,Tardigrada,Ttra,Umbram	1	53	65
WD40.HG2.0:like:WDR5/WDR5B:likeclu:1	Adig,Amac,Aplker,Cang,Cmer,Hduj,Mbre,Ncra,Ngad,Plabra,Porpur,Recame,Schagg,Secula,Tmel,Tpse	Eukaryota	Aano,Actinaria,Alveolata,Amoebozoa,Ancyromonadida,Andalucina,Arthropoda,Aurlim,Basidiomycota,Bnat,CRuMs,Chytridiomycota,Cpar,Cryptista,Deuterostomia,Discicristata,Eurhodophytina,Falb,Filasterea,Haptista,Hemimastigophora,Honfer,HydScyCubozoa,Jakoba,Malawimonadidae,Metamonada,Meteor,Mlei,Mucoromycota,Oomycota,Phaeophyceae,Phatri,Porifera,Pygbif,Rall,Ramvar,Retfil,Scer,Spiralia,Spis,Spom,Sros,Tadh,Teretosporea,Ttra,Viridiplantae,Zoopagomycota	1	47	69
WD40.HG2.1:WDR5/WDR5B	Acas,Acoe,Adig,Amac,Amobb2,Ancsig,Apla,Aque,Atha,Atri,Auraur,Azfi,Bden,Bdis,Bralan,Cang,Cavfas,Ccin,Cfra,Cgig,Chabra,Chocri,Cint,Clim,Clyhem,Cocsub,Coerev,Concor,Cowc,Cpar,Cscu,Ctel,Ddis,Diprot,Dmel,Dpul,Drer,Emue,Emul,Exapal,Fabtro,Falb,Gefoke,Gonavo,Gpro,Gracho,Gthe,Hduj,Helrob,Hetalb,Hsap,Hydvul,Ihof,Klenit,Lcom,Lgig,Linana,Lpol,Malcal,Maljak,Manpla,Marpol,Mcir,Meteor,Mgut,Mlei,Morelo,Morvir,Nk52,Notgen,Nvec,Pbla,Phakir,Phoaus,Pisp,Plafun,Ppat,Ptyfla,Pygbif,Ramvar,Rhidel,Rirr,Sacu,Sappar,Sarc,Sbic,Scil,Skow,Sman,Smoe,Sphfal,Spis,Spun,Spur,Tadh,Tcas,Tetwil,Tielac,Ttra,Umbram	Eukaryota	Alveolata,Ascomycota,ChlorUlvophy,Choanoflagellata,Cmer,Cneo,Cvar,Euglenozoa,Haptista,Hemimastigophora,Jakobida,Labyrinthulea,Mamiellophyceae,Masbal,Metamonada,Mvib,Ngru,Nutlon,Ocar,Ochrophyta,PhytAlbu,Plamic,Porpur,Porumb,Rall,Rhizaria,Rigram,Umay	1	28	236
WD40.HG3.0:EED	Acas,Acoe,Adig,Alblai,Apla,Aque,Atha,Atri,Auraur,Azfi,Bdis,Bnat,Bralan,Caulen,Cgig,Chabra,Chocri,Cint,Cmer,Cneo,Cocsub,Crei,Cscu,Ctel,Cvar,Dmel,Dpul,Drer,Emue,Emul,Exapal,Gefoke,Gonavo,Gracho,Gthe,Helrob,Hsap,Hydvul,Klenit,Lcom,Lgig,Linana,Lpol,Malcal,Marpol,Mbre,Mgut,Mlei,Morvir,Mpus,Ncra,Notgen,Nvec,Ocar,Otau,Phakir,Phatri,Phoaus,Pinf,Plabra,Porumb,Ppat,Ptyfla,Rall,Retfil,Rigram,Rirr,Sacu,Sbic,Scil,Skow,Sman,Smoe,Sphfal,Spis,Spur,Sros,Styinc,Tadh,Tcas,Tetwil,Tmel,Tpse,Vcar	Eukaryota	Aano,Alveolata,Amobb2,Ancyromonadida,Andgod,Blastocladiomycota,Ccin,Chytridiomycota,Clyhem,Cpar,Diprot,Euglenozoa,Evosea,Falb,Filasterea,Haptista,Hemimastigophora,Histionina,Labyrinthulea,Maljak,Manpla,Metamonada,Meteor,Morelo,Mucorales,Ngru,PhaeoNanno,Plafun,Porpur,Pygbif,Sappar,Scer,Spom,Tardigrada,Teretosporea,Ttra,Ulvmut,Umay,Umbram,Zoopagomycota	1	40	231
WD40.HG3.1:like:EED:likeclu:0	Ehux,Plamic,Ttra,Ulvmut	Eukaryota	Amoebozoa,Ancyromonadidae,CRuMs,Caulen,Chlorophyceae,Chrtob,Cpar,Cryptista,Discoba,Fabtro,Hemimastigophora,Malawimonadidae,Mamiellophyceae,Metamonada,Meteor,Opisthokonta,Pavlsp,Pygbif,Rhodophyta,SAR,Streptophyta,Trebouxiophyceae	1	22	21
WD40.HG3.2:like:EED:likeclu:0	Adig,Carmem,Diprot,Hduj,Jakbah,Oxytri,Rall,Ramvar	Eukaryota	Actinaria,Amoebozoa,Ancyromonadida,Andalucina,ApiDino,ArchaeCry,Arthropoda,Choanoflagellata,Deuterostomia,DiploKip,Discicristata,Eufungi,Falb,Filasterea,Haptista,Hemimastigophora,HydScyCubozoa,Jaklib,Malawimonadidae,Manpla,Meteor,Mlei,Oligohymenophorea,Porifera,Pygbif,Recame,Rhizaria,Rigram,Secula,Spiralia,Spis,Stramenopiles,Tadh,Teretosporea,Ttra,Tvag	1	36	43
WD40.HG3.3:like:EED:likeclu:0	Ngru,Spun	Eukaryota	Amobb2,Amoebozoa,Ancyromonadida,Bden,Blastocladiomycota,CRuMs,Diaphoratickes,Euglenozoa,Falb,Hemimastigophora,Holozoa,Jakobida,Malawimonadidae,Metamonada,Meteor,MonoblNeocal,Phakir,Pygbif,Rall,TerFun,Ttra	1	21	16
WD40.HG3.4:like:EED:likeclu:0	Adig,Apla,Auraur,Cgig,Mcir,Morelo,Morvir,Pbla,Rhidel,Spis	Opisthokonta	Actinaria,AnnKryp,ArtTardi,Blastocladiomycota,Choanoflagellata,Chordata,Chytridiomycota,Dikarya,Falb,Filasterea,Hemichordata,Hydrozoa,Lgig,Mlei,Platyhelminta,Porifera,Rall,Rirr,Spur,Tadh,Teretosporea,Umbram,Zoopagomycota	1	23	43
WD40.HG3.5:like:EED:likeclu:0	Acas,Cfra,Coerev,Crei,Cvar,Gefoke,Honfer,Mcir,Meteor,Morelo,Pbla,Pisp,Plafun,Plamic,Rhidel,Rirr,Spun,Ttra,Umbram,Vcar	Eukaryota	Alveolata,Ancyromonadidae,Aplker,Aurlim,Bden,Blastocladiomycota,CRuMs,Clim,Cocsub,Concor,Cpar,Cryptista,Dikarya,Discoba,Evosea,Fabtro,Falb,Filozoa,Gpro,Gyrista,Haptista,Hemimastigophora,Ihof,Malawimonas,Mamiellophyceae,Metamonada,Nk52,Pygbif,Rall,Rhizaria,Rhodophyta,Sarc,Schagg,Streptophyta,Ulvophyceae	1	35	65
YAF2_RYBP.HG1.0:RYBP/YAF2	Adig,Apla,Aque,Auraur,Bralan,Cgig,Cint,Clyhem,Dmel,Dpul,Drer,Emue,Emul,Exapal,Hsap,Lcom,Lgig,Linana,Lpol,Morvir,Notgen,Phoaus,Scil,Skow,Spis,Spur,Tadh,Tcas,Tetwil	Metazoa	Annelida,Cscu,Hydvul,Mlei,Nvec,Ocar,Ptyfla,Sman,Tardigrada	1	9	74
zf-C2H2.HG0.0:like:ZNF335:likeclu:4	Ctel,Drer,Hydvul,Lgig,Lpol,Ptyfla,Tcas	BilCniTri	Anthozoa,Bralan,Cgig,Cint,Clyhem,Cscu,Dmel,Dpul,Echinodermata,Helrob,Hsap,Kryptozoa,Platyhelminta,ScyCubozoa,Skow,Tadh,Tardigrada	1	17	33
zf-C2H2.HG0.1:like:ZNF335:likeclu:4	Bnat,Ctel,Dpul	Eukaryota	Amoebozoa,Ancyromonadida,Arachnida,ArchaeCry,CRuMs,Choanoflagellata,CniTri,Deuterostomia,Discoba,Filasterea,Haptista,Helrob,Hemimastigophora,Holomycota,Insecta,Kryptozoa,Malawimonadidae,Metamonada,Meteor,Mlei,Mollusca,Plabra,Platyhelminta,Porifera,Pygbif,Retfil,StrAlv,Tardigrada,Teretosporea,Ttra	1	30	27
zf-C2H2.HG0.2:like:ZNF335:likeclu:4	Auraur,Bralan,Cgig,Cint,Clyhem,Cscu,Dmel,Dpul,Drer,Gracho,Helrob,Linana,Morvir,Phoaus,Skow,Spur,Tcas	Eukaryota	Amoebozoa,Ancyromonadida,Anthozoa,Apla,CRuMs,Choanoflagellata,Chocri,Cmer,Cpar,Cryptista,Ctel,Discoba,Filasterea,Hemimastigophora,Holomycota,Hsap,Hydvul,Lgig,Lpol,Malawimonadidae,Metamonada,Meteor,Mlei,Notgen,Platyhelminta,Porifera,Porpur,Porumb,Ptyfla,Pygbif,SARHap,Tadh,Tardigrada,Teretosporea,Ttra,Viridiplantae	1	36	68
zf-C2H2.HG0.3:like:ZNF335:likeclu:4	Bralan,Linana,Notgen,Tcas	Bilateria	Ambulacraria,Annelida,Arachnida,Dmel,Dpul,Mollusca,Phoaus,Platyhelminta,Tardigrada,VertTuni	1	10	17
zf-C2H2.HG0.4:ZNF335	Bralan,Cscu,Drer,Hsap,Phoaus	Bilateria	Ambulacraria,Annelida,Cint,Linana,Lpol,Mollusca,Notgen,Pancrustacea,Platyhelminta,Tardigrada	1	10	20
zf-C2H2.HG0.5:like:ZNF335:likeclu:4	Bralan,Ctel,Lpol,Mlei,Notgen,Skow	Metazoa	Brachiozoa,CniTri,Cscu,Echinodermata,Helrob,Mollusca,Pancrustacea,Platyhelminta,Porifera,Ptyfla,Tardigrada,VertTuni	1	12	24
zf-C2H2.HG1.0:AEBP2	Adig,Apla,Aque,Bralan,Cgig,Cint,Clyhem,Cneo,Cscu,Ctel,Dmel,Dpul,Drer,Emue,Emul,Exapal,Helrob,Hsap,Hydvul,Lcom,Lgig,Linana,Lpol,Morvir,Notgen,Nvec,Phoaus,Scil,Skow,Sman,Spis,Spur,Tadh,Tcas,Tetwil	Opisthokonta	Ascomycota,Auraur,Blastocladiomycota,Ccin,Choanoflagellata,Chytridiomycota,Falb,Filasterea,Mlei,Mucoromycota,Ocar,Ptyfla,Rall,Tardigrada,Teretosporea,Umay,Zoopagomycota	1	17	97
zf-C2H2.HG1.1:GLI1/GLI3/GLIS1/GLIS3	Adig,Apla,Aque,Bden,Bralan,Cang,Ccin,Cgig,Cint,Clyhem,Concor,Cowc,Cscu,Ctel,Dmel,Dpul,Drer,Emue,Emul,Exapal,Helrob,Hsap,Hydvul,Lcom,Lgig,Linana,Lpol,Masbal,Mcir,Mlei,Morelo,Morvir,Ncra,Nk52,Notgen,Nvec,Ocar,Pbla,Phoaus,Ptyfla,Rhidel,Rirr,Sarc,Scil,Skow,Sman,Spis,Spun,Spur,Tcas,Tetwil,Tmel,Umay,Umbram	Amorphea	Acas,Amac,Auraur,Cfra,Choanoflagellata,Clim,Cneo,Coerev,Eumycetozoa,Falb,Ihof,MonoblNeocal,Mvib,Plafun,Pygbif,Rall,Scer,Spom,Tadh,Tardigrada,Ttra	1	21	185
zf-CCHH.HG1.0:like:CHFR:likeclu:7	Acas,Cgig,Cowc,Ctel,Gpro,Hydvul,Lcom,Lgig,Masbal,Plafun,Ptyfla,Skow,Spun,Sros,Ttra	Amorphea	Anthozoa,ArtTardi,Bden,Blastocladiomycota,Chordata,Clyhem,Demospongiae,Echinodermata,Eumycetozoa,Falb,Helrob,Kryptozoa,Mbre,Mlei,Mvib,Ocar,Pisp,Platyhelminta,Pygbif,Rall,Scil,ScyCubozoa,Tadh,TerFun,Teretosporea	1	25	56
zf-CCHH.HG1.10:like:APLF:likeclu:6	Gefoke,Malcal,Masbal,Rigram	Eukaryota	Acas,Ancyromonadida,Diaphoratickes,Diprot,Discoba,Eumycetozoa,Hemimastigophora,Maljak,Manpla,Metamonada,Meteor,Obazoa,Plafun	1	13	15
zf-CCHH.HG1.11:like:APLF:likeclu:6	Bremin,Emue,Gefoke,Manpla,Spimul,Symmic	Eukaryota	Amoebozoa,Ancyromonadida,ApiChrom,Aque,ArchaeCry,BilCniTri,Choanoflagellata,Ciliata,Discoba,Filasterea,Haptista,Hemkuk,Holomycota,HomoCalc,Malawimonas,Metamonada,Meteor,Mlei,Perkma,Pygbif,Rhizaria,RigiDiph,Stramenopiles,Teretosporea,Tetwil,Ttra	1	26	31
zf-CCHH.HG1.12:like:APLF:likeclu:6	Acas,Cowc,Ehux,Gefoke,Nk52,Spimul	Eukaryota	Ancyromonadida,ArchaeCry,CRuMs,Choanozoa,Chrtob,Clim,Discoba,Evosea,Hemkuk,Holomycota,Icthyophonida,Malawimonas,Metamonada,Meteor,Mvib,Pavlsp,Plafun,Pygbif,SAR,Ttra	1	20	25
zf-CCHH.HG1.13:like:APLF:likeclu:6	Ancsig,Bremin,Gefoke,Gonavo,Nutlon,Rigram,Symmic	Eukaryota	Amorphea,ApiChrom,Archaeplastida,Ciliata,Diprot,Discoba,Fabtro,Gthe,Haptista,Hemimastigophora,Malawimonas,Manpla,Metamonada,Meteor,Perkma,Plamic,Rhizaria,Stramenopiles	1	18	29
zf-CCHH.HG1.14:like:APLF:likeclu:6	Acas,Cgig,Ctel,Exapal,Gefoke,Hemkuk,Lgig,Malcal,Maljak,Morvir,Notgen,Plafun,Ptyfla,Pygbif	Eukaryota	Ancyromonadida,ArtTardi,Auraur,Brachiozoa,CRuMs,Choanoflagellata,Chordata,Diaphoratickes,Discoba,Echinodermata,Evosea,Filasterea,Helrob,Holomycota,Hydrozoa,Metamonada,Meteor,Mlei,Nvec,Platyhelminta,Porifera,Scleractinia,Skow,Spimul,Tadh,Teretosporea,Ttra	1	27	50
zf-CCHH.HG1.15:like:APLF:likeclu:6	Cavfas,Chrtob,Ddis,Ehux,Gthe,Hetalb,Masbal,Retfil,Tielac	Eukaryota	Acas,Ancyromonadida,Archaeplastida,CRuMs,Cercozoa,Discoba,Gonavo,Hemimastigophora,Malawimonadidae,Metamonada,Meteor,Obazoa,Pavlsp,Plafun,StrAlv	1	15	29
zf-CCHH.HG1.16:like:APLF:likeclu:6	Acas,Ancsig,Apla,Aque,Auraur,Bodsal,Bremin,Cgig,Chrtob,Clyhem,Ddis,Ehux,Emue,Exapal,Hduj,Helrob,Hemkuk,Hetalb,Lcom,Lepsey,Lgig,Linana,Lmaj,Masbal,Mbre,Morvir,Notgen,Nvec,Plamic,Retfil,Scil,Skow,Spur,Sros,Strcul,Symmic,Tadh,Tcru,Tetwil,Tielac,Ttra	Eukaryota	ApiChrom,ArchaeCry,Arthropoda,CRuMs,Cavfas,Cercozoa,Chordata,Ciliata,Ctel,Fabtro,Filasterea,Heterolobosea,Holomycota,Hydvul,Jakobida,Malawimonadidae,Metamonada,Meteor,Mlei,Nutlon,Ocar,Pavlsp,Perkma,Phoaus,Plafun,Platyhelminta,Ptyfla,Pygbif,Ramvar,Scleractinia,Spimul,Stramenopiles,Teretosporea	1	33	119
zf-CCHH.HG1.17:like:APLF:likeclu:6	Gefoke,Spimul	Eukaryota	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemkuk,Malawimonas,Metamonada,Meteor	1	8	7
zf-CCHH.HG1.18:like:APLF:likeclu:6	Rigram,Spimul	Eukaryota	Amorphea,Ancyromonadida,Diaphoratickes,Diprot,Discoba,Hemkuk,Malawimonadidae,Manpla,Metamonada,Meteor	1	10	7
zf-CCHH.HG1.19:like:CHFR:likeclu:7	Tthe	Tthe		1	0	1
zf-CCHH.HG1.1:like:APLF:likeclu:6	Acas,Ancsig,Azfi,Carmem,Cavfas,Chabra,Ddis,Gefoke,Hemkuk,Hetalb,Malcal,Maljak,Marpol,Plafun,Ppat,Spun,Tielac,Ttra	Eukaryota	Bden,Blastocladiomycota,CRuMs,Chlorophyta,Cpar,Cryptista,DiploKip,Discoba,Fabtro,Falb,Holozoa,Klenit,Masbal,Meteor,MonoblNeocal,Nutlon,Plamic,Pygbif,Rall,Rhodophyta,SARHap,Sacu,Smoe,Spermatophyta,Sphfal,Spimul,TerFun,Tvag	1	28	56
zf-CCHH.HG1.20:like:APLF:likeclu:6	Rigram	Rigram		1	0	1
zf-CCHH.HG1.2:like:CHFR:likeclu:7	Acas,Ehux,Gefoke,Malcal,Plafun,Rigram	Eukaryota	Ancyromonadida,ArchaeCry,Chrtob,Diprot,Discoba,Evosea,Hemimastigophora,Maljak,Manpla,Metamonada,Meteor,Obazoa,Pavlsp,SAR	1	14	19
zf-CCHH.HG1.3:like:APLF:likeclu:6	Adig,Apla,Aque,Auraur,Cavfas,Clyhem,Ddis,Diprot,Dmel,Dpul,Emue,Emul,Hetalb,Hydvul,Lgig,Linana,Lpol,Mlei,Notgen,Phoaus,Plafun,Ramvar,Skow,Sman,Spimul,Spis,Tcas,Tetwil,Tielac	Eukaryota	Acas,Actinaria,Ancyromonadida,Annelida,Cgig,Choanoflagellata,Chordata,Cscu,Diaphoratickes,Discoba,Filasterea,Hduj,Hemkuk,Holomycota,HomoCalc,Malawimonadidae,Manpla,Masbal,Metamonada,Meteor,Morvir,Ptyfla,Pygbif,Rigram,Spur,Tadh,Teretosporea,Ttra	1	28	82
zf-CCHH.HG1.4:like:CHFR:likeclu:7	Acas,Klenit,Manpla,Marpol,Masbal,Nutlon,Ppat,Rigram,Sacu,Spimul	Eukaryota	Ancsig,Azfi,Chabra,Chlorophyta,Cpar,Cryptista,Diprot,Discoba,Eumycetozoa,Fabtro,Hemkuk,Malawimonadidae,Metamonada,Meteor,Obazoa,Plafun,Plamic,Rhodophyta,SARHap,Smoe,Spermatophyta,Sphfal	1	22	35
zf-CCHH.HG1.5:like:CHFR:likeclu:7	Cavfas,Ddis,Gonavo,Hetalb,Perkma,Plafun,Plamic,Tielac	Eukaryota	Acas,Ancyromonadidae,ApiChrom,Archaeplastida,CRuMs,Ciliata,Dinoflagellata,Discoba,Fabtro,Gthe,Haptista,Hemimastigophora,Malawimonadidae,Masbal,Metamonada,Meteor,Obazoa,Rhizaria,Stramenopiles	1	19	29
zf-CCHH.HG1.6:APLF	Adig,Apla,Aque,Auraur,Bralan,Bremin,Cgig,Cint,Clyhem,Cowc,Cscu,Dmel,Dpul,Exapal,Hsap,Hydvul,Lcom,Lgig,Lpol,Morvir,Notgen,Nvec,Ocar,Phoaus,Scil,Skow,Spur,Tadh,Tcas,Tetwil	Eukaryota	Amoebozoa,Ancyromonadida,Annelida,ApiChrom,ArchaeCry,CRuMs,Choanoflagellata,Ciliata,Discoba,Drer,Emue,Haptista,Hemimastigophora,Holomycota,Linana,Malawimonadidae,Metamonada,Meteor,Mlei,Mvib,Perkma,Platyhelminta,Ptyfla,Pygbif,Rhizaria,Spis,Stramenopiles,Symmic,Tardigrada,Teretosporea,Ttra	1	31	84
zf-CCHH.HG1.7:CHFR	Adig,Apla,Auraur,Bodsal,Bralan,Cavfas,Chabra,Ctel,Cvel,Diprot,Drer,Exapal,Gonavo,Hsap,Jakbah,Jaklib,Lepsey,Lgig,Linana,Lmaj,Lpol,Marpol,Ngru,Notgen,Nutlon,Nvec,Phakir,Phoaus,Pygbif,Sacu,Scil,Secula,Spis,Spun,Spur,Strcul,Tadh,Tetwil,Tielac,Tthe	Eukaryota	Acas,Amobb2,Ancsig,Andalucina,Apicomplexa,Aque,Azfi,Bden,Blastocladiomycota,Bryophyta,Cgig,Chlorophyta,Choanoflagellata,Cint,Cpar,Cscu,Ddis,Dinozoa,Emue,Fabtro,Falb,Filasterea,Gthe,Haptista,Helrob,Hemichordata,Hemimastigophora,Hetalb,Hydrozoa,Klenit,Lcom,Malawimonadidae,Manpla,Masbal,Metamonada,Meteor,Mlei,MonoblNeocal,Morvir,Ocar,Oxytri,Pancrustacea,Plafun,Plamic,Platyhelminta,Ptet,Rall,Recame,Rhizaria,Rhodophyta,Rigram,Smoe,Spermatophyta,Stramenopiles,Tardigrada,Tcru,TerFun,Teretosporea,Ttra,Vitbra	1	60	130
zf-CCHH.HG1.8:like:APLF:likeclu:6	Nutlon,Plafun,Rigram	Eukaryota	Ancsig,Diaphoratickes,Diprot,Discoba,EvoDiscosea,Fabtro,Hemimastigophora,Malawimonadidae,Manpla,Metamonada,Meteor,Obazoa,Plamic	1	13	12
