Orthogroup	Orthogroup annotation	Gene family	Gene type	Num genes	Num species	Num lineages	LECA presence probability	LECA presence support	Closest homologs in...	Closest homologs score	Consensus architecture	Hsap symbol	Dmel symbol	Scer symbol	Atha symbol
PTIP.HG1.35	like:BRCA1	PTIP	KMT2	16	14	6	0.995	AmorCRUM,Discoba,Malawimonadidae,Meteor	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.3	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	14	14	6	0.993	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	NA	NA	PTCB-BRCT	NA	NA	NA	NA
PTIP.HG1.36	like:BRCA1	PTIP	KMT2	67	49	5	1.000	AmorCRUM,Diaphoratickes,Discoba	NA	NA	No consensus	NA	NA	NA	ATBARD1,BRCA1
PTIP.HG1.20	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	29	23	5	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Meteor	NA	NA	No consensus	NA	NA	NA	NA
PTIP.HG1.12	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	32	23	5	0.999	AmorCRUM,Diaphoratickes,Discoba	NA	NA	No consensus	NA	NA	NA	NA
PTIP.HG7.0	NA	PTIP	KMT2	25	23	5	0.997	AmorCRUM,Discoba	NA	NA	Pescadillo_N,BRCT_2	NA	NA	NA	NA
PTIP.HG1.32	like:BRCA1	PTIP	KMT2	14	12	5	0.990	AmorCRUM,Ancyromonadida,Discoba,Malawimonadidae	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.11	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	29	27	5	0.302	NA	NA	NA	FHA,BRCT,NIBRIN_BRCT_II,Nbs1_C	NA	nbs	NA	NA
PTIP.HG2.1	like:PARP1	PTIP	KMT2	6	5	5	0.024	NA	NA	NA	zf-PARP,PTCB-BRCT	NA	NA	NA	NA
PTIP.HG1.2	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	11	9	4	0.075	NA	NA	NA	PTCB-BRCT	NA	NA	NA	NA
PTIP.HG1.9	ECT2	PTIP	KMT2	48	37	4	0.036	NA	NA	NA	PTCB-BRCT,BRCT,RhoGEF	ECT2	pbl	NA	NA
PTIP.HG1.17	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	5	5	4	0.026	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.1	like:BRCA1/ECT2/MCPH1/PAXIP1/TOPBP1/XRCC1	PTIP	KMT2	23	18	3	0.995	AmorCRUM,Ancyromonadida,Malawimonadidae	NA	NA	RTT107_BRCT_5	NA	NA	NA	NA
PTIP.HG1.8	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	28	22	3	0.883	NA	NA	NA	PTCB-BRCT	NA	NA	NA	NA
PTIP.HG1.6	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	7	6	3	0.290	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.19	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	5	5	3	0.095	NA	NA	NA	PTCB-BRCT	NA	NA	NA	NA
PTIP.HG1.13	like:ECT2	PTIP	KMT2	4	4	3	0.046	NA	NA	NA	BRCT_2	NA	NA	NA	NA
PTIP.HG8.0	DNTT	PTIP	KMT2	24	21	3	0.024	NA	NA	NA	BRCT_2,HHH_8,DNA_pol_lambd_f,DNA_pol_B_palm,DNA_pol_B_thumb	DNTT	NA	DPB11	NA
PTIP.HG3.1	like:RFC1	PTIP	KMT2	6	6	3	0.015	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.34	like:BRCA1	PTIP	KMT2	8	7	3	0.007	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG3.3	like:RFC1	PTIP	KMT2	3	3	3	0.000	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.10	like:ECT2	PTIP	KMT2	7	5	3	0.000	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.33	BRCA1	PTIP	KMT2	40	25	2	0.127	NA	NA	NA	No consensus	BRCA1	NA	NA	NA
PTIP.HG1.27	like:BRCA1/MCPH1/XRCC1	PTIP	KMT2	2	2	2	0.034	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.31	PAXIP1	PTIP	KMT2	63	56	2	0.007	NA	NA	NA	No consensus	PAXIP1	Ptip	NA	NA
PTIP.HG1.5	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	6	5	2	0.001	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.15	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	2	2	2	0.001	NA	NA	NA	BRCT,BRCT_2	NA	NA	NA	NA
PTIP.HG1.21	like:PAXIP1	PTIP	KMT2	2	2	2	0.001	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.26	like:PAXIP1	PTIP	KMT2	3	3	2	0.000	NA	NA	NA	RTT107_BRCT_5	NA	NA	NA	NA
PTIP.HG1.18	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	5	3	2	0.000	NA	NA	NA	PTCB-BRCT,BRCT_2	NA	NA	RTT107	NA
PTIP.HG6.0	NA	PTIP	KMT2	6	4	1	0.033	NA	NA	NA	NIF,BRCT	NA	NA	NA	NA
PTIP.HG2.3	like:PARP1	PTIP	KMT2	1	1	1	0.025	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG3.2	like:RFC1	PTIP	KMT2	5	3	1	0.008	NA	NA	NA	WGR,BRCT	NA	NA	NA	NA
PTIP.HG1.29	like:BRCA1	PTIP	KMT2	2	2	1	0.002	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG9.0	NA	PTIP	KMT2	8	8	1	0.002	NA	NA	NA	BRCT,Dfp1_Him1_M,zf-DBF	NA	NA	NA	NA
PTIP.HG1.22	like:PAXIP1	PTIP	KMT2	3	2	1	0.001	NA	NA	NA	BRCT	NA	NA	NA	NA
PTIP.HG1.16	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	8	6	1	0.000	NA	NA	NA	SNF2_N,Helicase_C,LIG3_BRCT	NA	NA	NA	NA
PTIP.HG1.30	like:PAXIP1	PTIP	KMT2	3	3	1	0.000	NA	NA	NA	PTCB-BRCT,RTT107_BRCT_5	NA	NA	NA	NA
PTIP.HG1.37	like:BRCA1/ECT2/MCPH1/PAXIP1/XRCC1	PTIP	KMT2	1	1	1	0.000	NA	NA	NA	PTCB-BRCT	NA	NA	NA	NA
AF9.HG1.0	MLLT1/MLLT3	AF9	KMT4	46	36	2	0.015	NA	NA	NA	YEATS,AHD	MLLT1,MLLT3	ear	NA	NA
TRRAP.HG1.1	MTOR	TRRAP	KMT4	266	161	11	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	NA	NA	DUF3385,FAT,FRB_dom,PI3_PI4_kinase,FATC	MTOR	Tor	TOR1,TOR2	TOR
TRRAP.HG2.1	ATR	TRRAP	KMT4	142	129	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	NA	NA	UME,FAT,PI3_PI4_kinase,FATC	ATR	mei-41	NA	ATRAD3
TRRAP.HG3.0	TRRAP	TRRAP	KMT4	165	145	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	NA	NA	FAT,PI3_PI4_kinase	TRRAP	Nipped-A	TRA1	NA
TRRAP.HG1.0	PRKDC	TRRAP	KMT4	88	76	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	NA	NA	NUC194,FAT,PI3_PI4_kinase,FATC	PRKDC	NA	NA	NA
TRRAP.HG2.0	ATM	TRRAP	KMT4	66	60	8	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	NA	NA	FAT,PI3_PI4_kinase,FATC	ATM	NA	NA	ATM
PCRing.HG0.0	RING1/RNF2	PCRing	PC1	140	91	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Hemimastigophora,Malawimonadidae,Meteor	NA	NA	zf-C3HC4_2	RNF2,RING1	Sce	NA	RING1B,ATRING1A
PCRing.HG0.1	BMI1/COMMD3-BMI1/PCGF1/PCGF2/PCGF3/PCGF5/PCGF6	PCRing	PC1	214	65	7	1.000	AmorCRUM,Diaphoratickes,Malawimonadidae,Meteor	NA	NA	zf-C3HC4_2,RAWUL	PCGF1,PCGF5,PCGF3,PCGF6,BMI1,COMMD3-BMI1,PCGF2	l(3)73Ah,Psc,Su(z)2	NA	NA
SAM.HG10.0	KIF24	SAM	PC1	48	41	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	NA	NA	SAM_1,Kinesin	KIF24	NA	NA	NA
SAM.HG1.6	WDSUB1	SAM	PC1	123	50	9	1.000	NA	NA	NA	No consensus	WDSUB1	NA	NA	NA
SAM.HG5.1	like:EPHA1/EPHA2/EPHA3/EPHA4/EPHA5/EPHA6/EPHA7/EPHA8/EPHA10/EPHB1/EPHB2/EPHB3/EPHB4/EPHB6/MAP3K20	SAM	PC1	44	33	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae,Meteor	NA	NA	No consensus	NA	NA	STE11	NA
SAM.HG3.13	like:ANKS1A/ANKS1B/CASKIN1/CASKIN2/INPPL1/SAMD5/SAMSN1/SASH1/SASH3	SAM	PC1	37	25	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Meteor	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.21	like:BFAR/SAMD8	SAM	PC1	48	34	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae,Meteor	NA	NA	No consensus	NA	NA	NA	NA
SAM.HG1.1	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SARM1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	37	23	7	1.000	AmorCRUM,Diaphoratickes,Meteor	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.17	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	20	18	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG3.12	like:INPPL1	SAM	PC1	29	25	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.26	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	28	15	7	0.986	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Metamonada	NA	NA	SAM_2	NA	NA	NA	NA
SAM.HG1.11	like:AL357075.4/CNKSR1/CNKSR2/CNKSR3	SAM	PC1	30	19	6	1.000	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	NA	NA	No consensus	NA	NA	NA	NA
SAM.HG2.4	like:DDHD2/SEC23IP	SAM	PC1	55	31	6	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG3.17	like:INPPL1	SAM	PC1	17	13	6	0.997	AmorCRUM,Ancyromonadida,Discoba,Meteor	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG8.1	STIM2	SAM	PC1	74	46	6	0.991	AmorCRUM,Diaphoratickes,Meteor	NA	NA	SAM_2,SOAR	STIM2	Stim	NA	NA
SAM.HG1.0	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SARM1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	40	27	6	0.987	AmorCRUM,Diaphoratickes	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.20	like:BFAR/SAMD8	SAM	PC1	20	14	6	0.986	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	NA	NA	SAM_2	NA	NA	NA	NA
SAM.HG1.30	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	11	9	6	0.887	NA	NA	NA	SAM_2	NA	NA	NA	NA
SAM.HG7.1	NA	SAM	PC1	18	14	6	0.866	NA	NA	NA	SAM_2	NA	NA	NA	NA
SAM.HG1.32	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	27	20	5	1.000	AmorCRUM,Diaphoratickes,Discoba,Meteor	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG2.15	DDHD2/SEC23IP	SAM	PC1	62	45	5	0.999	AmorCRUM,Diaphoratickes	NA	NA	SAM_1,DDHD	SEC23IP,DDHD2	NA	NA	NA
SAM.HG1.25	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	25	16	5	0.996	AmorCRUM,Ancyromonadida,Diaphoratickes,Meteor	NA	NA	No consensus	NA	NA	NA	NA
SAM.HG1.23	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	25	21	5	0.995	AmorCRUM,Diaphoratickes,Discoba	NA	NA	No consensus	NA	cnk	NA	NA
SAM.HG1.3	SAMHD1	SAM	PC1	62	30	5	0.992	AmorCRUM,Diaphoratickes,Discoba	NA	NA	No consensus	SAMHD1	NA	NA	NA
SAM.HG2.1	like:ANKS3/ANKS4B/ANKS6/ASZ1/BICC1/DDHD2/SEC23IP/TNKS/TNKS2/USH1G	SAM	PC1	15	12	5	0.989	AmorCRUM,Discoba,Meteor	NA	NA	No consensus	NA	NA	NA	NA
SAM.HG3.14	like:ANKS1A/ANKS1B/CASKIN1/CASKIN2/INPPL1/SAMD5/SAMSN1/SASH1/SASH3	SAM	PC1	74	24	5	0.775	NA	NA	NA	Chitin_synth_2,SAM_1	NA	NA	NA	NA
SAM.HG2.0	like:ANKS3/ANKS4B/ANKS6/ASZ1/BICC1/DDHD2/SEC23IP/TNKS/TNKS2/USH1G	SAM	PC1	21	19	5	0.361	NA	NA	NA	SAM_1,DRMBL	NA	NA	NA	NA
SAM.HG2.3	like:ANKS3/ANKS4B/ANKS6/ASZ1/BICC1/DDHD2/SEC23IP/TNKS/TNKS2/USH1G	SAM	PC1	7	6	5	0.283	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG5.9	like:EPHA1/EPHA2/EPHA3/EPHA4/EPHA5/EPHA6/EPHA7/EPHA8/EPHA10/EPHB1/EPHB2/EPHB3/EPHB4/EPHB6	SAM	PC1	8	7	5	0.282	NA	NA	NA	SAM_2	NA	NA	NA	NA
SAM.HG2.14	like:DDHD2/SEC23IP	SAM	PC1	12	6	5	0.205	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.7	like:WDSUB1	SAM	PC1	10	7	5	0.163	NA	NA	NA	No consensus	NA	NA	NA	NA
SAM.HG1.9	like:WDSUB1	SAM	PC1	7	7	5	0.056	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG15.0	NA	SAM	PC1	18	5	5	0.002	NA	NA	NA	SAM_1	NA	CG13996	NA	NA
SAM.HG6.0	AP002336.5/KAZN/PPFIA1/PPFIA2/PPFIA3/PPFIA4/PPFIBP1/PPFIBP2	SAM	PC1	212	45	4	1.000	NA	NA	NA	SAM_1,SAM_2	PPFIBP2,PPFIBP1,PPFIA3,PPFIA4,PPFIA2,KAZN,PPFIA1,AP002336.5	Liprin-beta,Liprin-gamma,Liprin-alpha	NA	NA
SAM.HG2.10	ANKS4B/USH1G	SAM	PC1	55	38	4	0.999	AmorCRUM,Discoba,Malawimonadidae	NA	NA	Ank_2,SAM_1	ANKS4B,USH1G	Sans	NA	NA
SAM.HG4.1	L3MBTL3/L3MBTL4/SAMD1/SAMD7/SAMD11/SAMD13/SCMH1/SCML1/SCML2/SCML4/SFMBT1/SFMBT2	SAM	PC1	234	43	4	0.999	AmorCRUM,Discoba,Malawimonadidae	NA	NA	MBT,SLED,SAM_1	SCML2,SCMH1,SAMD7,L3MBTL3,SFMBT2,SCML4,SAMD13,SCML1,SFMBT1,L3MBTL4,SAMD1,SAMD11	Samuel,Scm,Sfmbt	NA	NA
SAM.HG1.8	like:AL357075.4/CNKSR1/CNKSR2/CNKSR3	SAM	PC1	16	14	4	0.997	AmorCRUM,Diaphoratickes	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG2.8	like:DDHD2/SEC23IP	SAM	PC1	52	19	4	0.986	AmorCRUM,Diaphoratickes,Discoba	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG3.3	like:ANKS1A/ANKS1B/CASKIN1/CASKIN2/INPPL1/SAMD5/SAMSN1/SASH1/SASH3	SAM	PC1	32	19	4	0.976	AmorCRUM,Meteor	NA	NA	SAM_2	NA	NA	NA	NA
SAM.HG1.46	ARAP3/SAMD15	SAM	PC1	50	39	4	0.963	AmorCRUM,Diaphoratickes	NA	NA	SAM_1	SAMD15,ARAP3	CG15625	NA	NA
SAM.HG1.44	SAMD10/SAMD12	SAM	PC1	32	26	4	0.782	NA	NA	NA	SAM_2	SAMD12,SAMD10	ave	NA	NA
SAM.HG3.0	like:ANKS1A/ANKS1B/CASKIN1/CASKIN2/INPPL1/SAMD5/SAMSN1/SASH1/SASH3	SAM	PC1	30	19	4	0.755	NA	NA	NA	SAM_2,SAM_1	NA	NA	NA	NA
SAM.HG2.12	like:DDHD2/SEC23IP	SAM	PC1	12	8	4	0.656	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.42	ARAP2	SAM	PC1	25	18	4	0.591	NA	NA	NA	SAM_1,PH,ArfGap,RhoGAP	ARAP2	NA	NA	NA
SAM.HG1.43	like:SAMD10/SAMD12	SAM	PC1	6	5	4	0.441	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.18	PPP1R9A/SAMD14	SAM	PC1	57	31	4	0.395	NA	NA	NA	PDZ_5,PDZ,SAM_2	PPP1R9A,SAMD14	Spn	NA	NA
SAM.HG1.37	like:DGKD/DGKH	SAM	PC1	9	9	4	0.385	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG3.5	like:SAMD5/SAMSN1/SASH1/SASH3	SAM	PC1	4	4	4	0.340	NA	NA	NA	SAM_1,PH,Actin	NA	NA	NA	NA
SAM.HG12.0	NA	SAM	PC1	30	22	4	0.282	NA	NA	NA	SAM_1,SH2,RasGEF	NA	CG9098	NA	NA
SAM.HG1.36	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	9	8	4	0.219	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.34	like:ARAP1/SHANK1/SHANK2/SHANK3	SAM	PC1	7	7	4	0.196	NA	NA	NA	No consensus	NA	NA	NA	NA
SAM.HG1.29	like:BFAR/SAMD8	SAM	PC1	10	8	4	0.147	NA	NA	NA	SAM_2	NA	NA	NA	NA
SAM.HG2.5	TNKS/TNKS2	SAM	PC1	45	37	4	0.007	NA	NA	NA	No consensus	TNKS,TNKS2	Tnks	NA	NA
SAM.HG5.0	like:EPHA1/EPHA2/EPHA3/EPHA4/EPHA5/EPHA6/EPHA7/EPHA8/EPHA10/EPHB1/EPHB2/EPHB3/EPHB4/EPHB6/MAP3K20	SAM	PC1	27	13	4	0.006	NA	NA	NA	No consensus	NA	NA	NA	NA
SAM.HG2.11	BICC1	SAM	PC1	80	57	3	0.994	AmorCRUM,Diaphoratickes	NA	NA	KH_1,SAM_1	BICC1	BicC	NA	HP30-1,HP30-2
SAM.HG1.27	like:ARAP2/ARAP3/SAMD10/SAMD12/SAMD15	SAM	PC1	24	20	3	0.971	AmorCRUM,Diaphoratickes	NA	NA	No consensus	NA	NA	NA	NA
SAM.HG1.10	like:WDSUB1	SAM	PC1	21	16	3	0.635	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG8.0	like:STIM2	SAM	PC1	20	16	3	0.546	NA	NA	NA	SAM_2	NA	NA	NA	NA
SAM.HG1.38	DGKD/DGKH	SAM	PC1	57	35	3	0.407	NA	NA	NA	PH,C1_1,DAGK_cat,DAGK_acc,SAM_1	DGKD,DGKH	CG34384	NA	NA
SAM.HG1.5	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SARM1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	4	4	3	0.378	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.12	AL357075.4/CNKSR1/CNKSR2/CNKSR3	SAM	PC1	38	25	3	0.353	NA	NA	NA	SAM_1,CRIC_ras_sig,PDZ,PH	CNKSR1,CNKSR2,CNKSR3,AL357075.4	NA	NA	NA
SAM.HG2.20	like:ANKS3/ANKS6/ASZ1	SAM	PC1	27	12	3	0.258	NA	NA	NA	Ank_2,KH_1,SAM_1	NA	NA	NA	NA
SAM.HG1.13	BFAR	SAM	PC1	16	13	3	0.235	NA	NA	NA	zf-C3HC4,SAM_1	BFAR	NA	NA	NA
SAM.HG3.16	like:INPPL1	SAM	PC1	7	5	3	0.174	NA	NA	NA	ZZ,SAM_1	NA	NA	NA	NA
SAM.HG3.8	CASKIN1/CASKIN2	SAM	PC1	60	41	3	0.164	NA	NA	NA	SAM_1	CASKIN2,CASKIN1	ckn	NA	NA
SAM.HG2.13	like:DDHD2/SEC23IP	SAM	PC1	43	25	3	0.136	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.14	SAMD8	SAM	PC1	39	31	3	0.134	NA	NA	NA	SAM_1,PAP2_C	SAMD8	NA	NA	NA
SAM.HG1.28	like:BFAR/SAMD8	SAM	PC1	9	8	3	0.130	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.19	like:BFAR/SAMD8	SAM	PC1	5	5	3	0.119	NA	NA	NA	SAM_2	NA	NA	NA	NA
SAM.HG3.7	like:ANKS1A/ANKS1B/CASKIN1/CASKIN2/INPPL1/SAMD5/SAMSN1/SASH1/SASH3	SAM	PC1	9	7	3	0.076	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG17.0	NA	SAM	PC1	13	6	3	0.061	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG2.2	like:ANKS3/ANKS4B/ANKS6/ASZ1/BICC1/DDHD2/SEC23IP/TNKS/TNKS2/USH1G	SAM	PC1	5	5	3	0.056	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG14.0	SAMD3	SAM	PC1	19	10	3	0.050	NA	NA	NA	SAM_1	SAMD3	NA	NA	NA
SAM.HG1.31	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	5	4	3	0.045	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG3.15	like:INPPL1	SAM	PC1	6	5	3	0.043	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG1.22	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	16	12	3	0.035	NA	NA	NA	SAM_2	NA	NA	NA	NA
SAM.HG1.24	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	11	8	3	0.031	NA	NA	NA	SAM_1,DUF202	NA	NA	NA	NA
SAM.HG3.18	like:INPPL1	SAM	PC1	5	4	3	0.027	NA	NA	NA	SAM_1	NA	CG17625	NA	NA
SAM.HG3.1	like:ANKS1A/ANKS1B/CASKIN1/CASKIN2/INPPL1/SAMD5/SAMSN1/SASH1/SASH3	SAM	PC1	5	5	3	0.014	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG11.0	like:LRSAM1	SAM	PC1	11	11	3	0.014	NA	NA	NA	SAM_4	NA	NA	NA	NA
SAM.HG1.35	like:AL357075.4/ARAP1/ARAP2/ARAP3/BFAR/CNKSR1/CNKSR2/CNKSR3/DGKD/DGKH/PPP1R9A/SAMD8/SAMD10/SAMD12/SAMD14/SAMD15/SAMHD1/SHANK1/SHANK2/SHANK3/WDSUB1	SAM	PC1	7	7	3	0.011	NA	NA	NA	TIR_2,SAM_1	NA	NA	NA	NA
SAM.HG2.7	like:DDHD2/SEC23IP	SAM	PC1	5	4	3	0.004	NA	NA	NA	Cupin_8,SAM_1	NA	NA	NA	NA
SAM.HG1.41	like:SAMD10/SAMD12	SAM	PC1	3	3	3	0.001	NA	NA	NA	SAM_1	NA	NA	NA	NA
SAM.HG5.6	like:EPHA1/EPHA2/EPHA3/EPHA4/EPHA5/EPHA6/EPHA7/EPHA8/EPHA10/EPHB1/EPHB2/EPHB3/EPHB4/EPHB6	SAM	PC1	5	5	2	0.689	NA	NA	NA	SAM_1,Pkinase_Tyr	NA	NA	NA	NA
