aOG	ancestral_evidence_string	gene_fam	num_lineages	num_species	num_genes	refOGs	refOGs_label	list_genes
aOG.eur_SNF2_N3	AmorCRUM,Ancyromonadida,Diaphoratickes,Hemimastigophora,Malawimonadidae,Meteor	SNF2_N	6	14	14	SNF2_N.HG14.0:NA	NA	Ancsig_Gene.37385,Apla_XP_022109326.1,Ddis_EAL67966,Gefoke_MALSP_10174.mRNA.1,Hemkuk_7533_TR2578_c0_g1,Lcom_lcpid24222,Malcal_MALCA_07606.mRNA.1,Meteor_CRO19MET_NODE_1867.p1,Morelo_OAQ29479,Pinf_PITG_17617T0,Plafun_PRP87909,Rall_EPZ32209,Rigram_Gene.11303,Sappar_KDO23839
aOG.eur_SNF2_N30	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	SNF2_N	7	23	31	SNF2_N.HG8.1:CHD6/CHD7/CHD8/CHD9	CHD6/CHD7/CHD8/CHD9	Acas_ELR13427,Alblai_CCA16095,Amobb2_AMBB2_07308.mRNA.1,Amobb2_AMBB2_08459.mRNA.1,Cmer_CMQ215CT,Diprot_Gene.21664,Drer_ENSDARP00000011455.9,Gefoke_MALSP_01969.mRNA.1,Gefoke_MALSP_03676.mRNA.1,Hetalb_XP_020430106.1,Hsap_ENSP00000392028.1,Malcal_MALCA_04545.mRNA.1,Malcal_MALCA_09536.mRNA.1,Meteor_CRO19MET_NODE_216.p1,Morelo_OAQ26151,Ngru_EFC50563,Nvec_NVE3883,Phakir_PHAKIR_00747.mRNA.1,Pinf_PITG_15837T0,Plafun_PRP87395,Plamic_ANCSI_00977.mRNA.1,Plamic_ANCSI_06422.mRNA.1,Retfil_ETO15326,Rigram_Gene.16753,Sappar_KDO30724,Spis_XP_022780999_1,Tvag_XP_001306074.1,Tvag_XP_001308354.1,Tvag_XP_001315018.1,Tvag_XP_001320435.1,Tvag_XP_001583891.1
aOG.eur_SNF2_N31	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	SNF2_N	7	25	25	SNF2_N.HG2.10:SMARCA1/SMARCA5	SMARCA1/SMARCA5	Aano_EGB07927,Acas_ELR20634,Acoe_PIA44562.1,Amobb2_AMBB2_02483.mRNA.1,Aplker_40761,Bdis_KQK07488,Carmem_4555.p1,Coka_g12196.t1,Cscu_XP_023212119.1,Ddis_EAL61023,Diprot_Gene.8682,Fabtro_Gene.5392,Gefoke_MALSP_09868.mRNA.1,Hetalb_XP_020437326.1,Honfer_GBG25644,Malcal_MALCA_04784.mRNA.1,Meteor_CRO19MET_NODE_1455.p1,Nk52_evm19s2622,Nvec_NVE24168,Plafun_PRP73932,Schagg_29608,Scil_scpid33612,Tielac_KYR01497,Ulvmut_UM014_01321,Vcar_XP_002948283.1
aOG.eur_SNF2_N32	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	SNF2_N	5	12	12	SNF2_N.HG2.3:HELLS	HELLS	Acas_ELR24052,Amobb2_AMBB2_10188.mRNA.1,Aplker_37342,Cocsub_XP_005651989.1,Gefoke_MALSP_12403.mRNA.1,Gonavo_comp55703_c0_seq1_6_ORF19_751,Nk52_evm9s2241,Phakir_PHAKIR_03785.mRNA.1,Pinf_PITG_11186T0,Plafun_PRP88099,Plamic_ANCSI_03802.mRNA.1,Sappar_KDO32369
aOG.eur_SNF2_N33	AmorCRUM,Diaphoratickes	SNF2_N	2	3	3	SNF2_N.HG3.1:ERCC6L2	ERCC6L2	Marpol_PTQ40003,Smoe_EFJ26199,Spun_KNC98164
aOG.eur_SNF2_N34	AmorCRUM,Diaphoratickes	SNF2_N	2	4	4	SNF2_N.HG3.1:ERCC6L2	ERCC6L2	Lgig_LotgiP103296,Nvec_NVE9889,Pinf_PITG_18716T0,Spis_XP_022803260_1
aOG.eur_SNF2_N35	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora	SNF2_N	4	4	4	SNF2_N.HG5.4:like:ATRX/RAD54L2:likeclu:2/7	like:ATRX/RAD54L2	Amobb2_AMBB2_09355.mRNA.1,Diprot_Gene.25991,Hemkuk_2448_TR865_c0_g1,Sappar_KDO26557
aOG.eur_SNF2_N36	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Meteor	SNF2_N	5	10	10	SNF2_N.HG5.1:like:ATRX/RAD54L2:likeclu:2/7,SNF2_N.HG5.2:RAD54L2,SNF2_N.HG5.3:like:ATRX/RAD54L2:likeclu:2/7,SNF2_N.HG5.5:like:ATRX:likeclu:7,SNF2_N.HG5.7:ATRX	ATRX,like:ATRX,like:ATRX/RAD54L2,RAD54L2	Amobb2_AMBB2_01590.mRNA.1,Bnat_JGI_V11_19950,Cavfas_EGG20888,Ctel_CapteP140905,Gefoke_MALSP_02700.mRNA.1,Linana_g9838.t1,Meteor_CRO19MET_NODE_1146.p1,Sbic_KXG38419,Smoe_EFJ20520,Sphfal_Sphfalx17G043800.1.p
aOG.eur_SNF2_N37	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Meteor	SNF2_N	5	11	11	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5,SNF2_N.HG4.3:like:CHD1/CHD2:likeclu:6	AC006064.6/CHD3/CHD4/CHD5,like:CHD1/CHD2	Diprot_Gene.15147,Hsap_ENSP00000493629.2,Jakbah_JAKBA_03926.mRNA.1,Jaklib_JAKLI_00124.mRNA.1,Klenit_GAQ80045.1,Meteor_CRO19MET_NODE_923.p1,Plafun_PRP81976,Plamic_ANCSI_06413.mRNA.1,Rigram_Gene.15078,Secula_SECUL_04850.mRNA.1,Smoe_EFJ18933
aOG.eur_SNF2_N38	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Metamonada	SNF2_N	5	12	12	SNF2_N.HG4.6:CHD1/CHD2	CHD1/CHD2	Amobb2_AMBB2_09157.mRNA.1,Atri_ERN05058,Bnat_JGI_V11_40547,Carmem_4739.p1,Falb_KCV68048,Hetalb_XP_020429483.1,Phakir_PHAKIR_03188.mRNA.1,Plabra_CEO98812,Plamic_ANCSI_02067.mRNA.1,Rall_EPZ31173,Sphfal_Sphfalx09G052500.1.p,Tielac_KYQ89093
aOG.eur_SNF2_N39	AmorCRUM,Diaphoratickes	SNF2_N	2	3	3	SNF2_N.HG2.15:like:SMARCA1/SMARCA5:likeclu:10	like:SMARCA1/SMARCA5	Honfer_GBG27531,Otau_XP_022840135.1,Sarc_Sarc4_g30969T
aOG.eur_SNF2_N4	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	SNF2_N	8	26	29	SNF2_N.HG9.0:like:SMARCAL1/ZRANB3:likeclu:2,SNF2_N.HG9.2:SMARCAL1/ZRANB3	like:SMARCAL1/ZRANB3,SMARCAL1/ZRANB3	Acas_ELR17128,Amobb2_AMBB2_14317.mRNA.1,Apla_XP_022079723.1,Aurlim_29720,Bnat_JGI_V11_37084,Bralan_BL06628_evm0,Cavfas_EGG19971,Esil_CBN77580,Gefoke_MALSP_10347.mRNA.1,Gthe_EKX39033,Gthe_EKX45486,Hemkuk_23027_TR7710_c0_g1,Jakbah_JAKBA_07636.mRNA.1,Meteor_CRO19MET_NODE_1912.p1,Morvir_scaffold27.g15.t2,Oxytri_EJY81131,Oxytri_EJY88044,Plamic_ANCSI_00383.mRNA.1,Plamic_ANCSI_06247.mRNA.1,Ptet_CAK59159,Rigram_Gene.11697,Sacu_v1.1_s0191.g025303,Smoe_EFJ35411,Spun_KNC96498,Spur_XP_030845914.1,Sros_EGD82673,Symmic_Smic37569,Tielac_KYQ94406,Tvag_XP_001317270.1
aOG.eur_SNF2_N40	AmorCRUM,Diaphoratickes,Hemimastigophora,Malawimonadidae	SNF2_N	4	4	4	SNF2_N.HG2.13:like:SMARCA1/SMARCA5:likeclu:10,SNF2_N.HG2.14:like:SMARCA1/SMARCA5:likeclu:10,SNF2_N.HG2.15:like:SMARCA1/SMARCA5:likeclu:10	like:SMARCA1/SMARCA5	Cvel_6638.t1-p1,Gefoke_MALSP_13313.mRNA.1,Spimul_10540_TR5648_c1_g1,Spun_KNC97563
aOG.eur_SNF2_N41	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	SNF2_N	8	23	25	SNF2_N.HG6.0:SMARCA2/SMARCA4	SMARCA2/SMARCA4	Alblai_CCA19972,Amobb2_AMBB2_10892.mRNA.1,Carmem_4678.p1,Cavfas_EGG21202,Cmer_CMM316CT,Cscu_XP_023237265.1,Diprot_Gene.11579,Diprot_Gene.15889,Gefoke_MALSP_15040.mRNA.1,Gracho_PXF49007.1,Hduj_OQV12666.1,Hemkuk_25326_TR8525_c0_g1,Meteor_CRO19MET_NODE_656.p1,Oxytri_EJY64929,Pinf_PITG_19037T0,Plabra_CEO94665,Plafun_PRP74645,Plamic_ANCSI_00685.mRNA.1,Porumb_OSX69676.1,Porumb_OSX70636.1,Ptet_CAK75434,Rirr_GBC51973,Tcas_XP_008198809.1,Tielac_KYQ90171,Tthe_EAS02386
aOG.eur_SNF2_N42	Metamonada	SNF2_N	1	1	1	SNF2_N.HG14.0:NA	NA	Carmem_4194.p1
aOG.eur_SNF2_N43	Discoba	SNF2_N	1	1	1	SNF2_N.HG14.0:NA	NA	Phakir_PHAKIR_12204.mRNA.1
aOG.eur_SNF2_N44	AmorCRUM	SNF2_N	1	1	1	SNF2_N.HG10.1:SHPRH	SHPRH	Diprot_Gene.12742
aOG.eur_SNF2_N45	Diaphoratickes	SNF2_N	1	1	1	SNF2_N.HG3.4:like:ERCC6L:likeclu:5	like:ERCC6L	Oxytri_EJY80583
aOG.eur_SNF2_N46	Metamonada	SNF2_N	1	1	1	SNF2_N.HG3.3:ERCC6	ERCC6	Tvag_XP_001330700.1
aOG.eur_SNF2_N47	Diaphoratickes	SNF2_N	1	1	1	SNF2_N.HG3.1:ERCC6L2	ERCC6L2	Chrtob_KOO27475.1
aOG.eur_SNF2_N48	AmorCRUM	SNF2_N	1	1	1	SNF2_N.HG5.4:like:ATRX/RAD54L2:likeclu:2/7	like:ATRX/RAD54L2	Plafun_PRP84051
aOG.eur_SNF2_N49	AmorCRUM	SNF2_N	1	1	1	SNF2_N.HG13.0:INO80	INO80	Acas_ELR24689
aOG.eur_SNF2_N5	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	SNF2_N	4	7	7	SNF2_N.HG1.18:TTF2,SNF2_N.HG1.26:HLTF,SNF2_N.HG1.27:like:TTF2:likeclu:18	HLTF,like:TTF2,TTF2	Amobb2_AMBB2_02388.mRNA.1,Manpla_Gene.15510,Plabra_CEO94663,Plafun_PRP83549,Plamic_ANCSI_07308.mRNA.1,Rhidel_EIE81197,Spun_KND04287
aOG.eur_SNF2_N50	Diaphoratickes	SNF2_N	1	1	1	SNF2_N.HG6.0:SMARCA2/SMARCA4	SMARCA2/SMARCA4	Chabra_GBG79414
aOG.eur_SNF2_N51	Metamonada	SNF2_N	1	1	1	SNF2_N.HG6.0:SMARCA2/SMARCA4	SMARCA2/SMARCA4	Tvag_XP_001304972.1
aOG.eur_SNF2_N6	AmorCRUM,Ancyromonadida,Diaphoratickes,Hemimastigophora	SNF2_N	4	8	8	SNF2_N.HG1.4:like:HLTF/TTF2:likeclu:18/26	like:HLTF/TTF2	Cavfas_EGG23672,Mcir_OAD02227,Mgut_XP_012836420.1,Pinf_PITG_03014T0,Plafun_PRP82708,Plamic_ANCSI_06696.mRNA.1,Spimul_26040_TR12976_c0_g1,Spun_KNC96416
aOG.eur_SNF2_N7	AmorCRUM,Diaphoratickes	SNF2_N	2	2	2	SNF2_N.HG1.1:like:HLTF/TTF2:likeclu:18/26	like:HLTF/TTF2	Clim_evm8s199,Esil_CBJ26833
aOG.eur_SNF2_N8	AmorCRUM,Ancyromonadida,Diaphoratickes	SNF2_N	3	12	12	SNF2_N.HG2.7:SMARCAD1	SMARCAD1	Aplker_47795,Cavfas_EGG16651,Chabra_GBG76516,Coka_g10733.t1,Ddis_EAL73231,Diprot_Gene.7357,Klenit_GAQ86477.1,Pinf_PITG_13790T0,Plafun_PRP86642,Plamic_ANCSI_05507.mRNA.1,Spis_XP_022785581_1,Spur_XP_030850220.1
aOG.eur_SNF2_N9	AmorCRUM,Hemimastigophora	SNF2_N	2	3	3	SNF2_N.HG1.12:like:HLTF/TTF2:likeclu:18/26	like:HLTF/TTF2	Gpro_KXS11965,Plafun_PRP81645,Spimul_23246_TR11487_c0_g1
aOG.eur_ASF1_hist_chap0	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	ASF1_hist_chap	8	24	25	ASF1_hist_chap.HG1.1:ASF1A/ASF1B	ASF1A/ASF1B	Acas_ELR23671,Amobb2_AMBB2_11402.mRNA.1,Ancsig_Gene.1630,Atri_ERN05631,Cavfas_EGG20087,Cgig_EKC33868,Cowc_KJE90446,Cpar_Cpar_evm2s3693,Ddis_EAL64594,Gefoke_MALSP_04744.mRNA.1,Hemkuk_2983_TR1050_c0_g1,Klenit_GAQ83249.1,Malcal_MALCA_03148.mRNA.1,Malcal_MALCA_04483.mRNA.1,Mcir_OAC99648,Meteor_CRO19MET_NODE_10010.p2,Ngad_EWM27157,Nutlon_comp14633_c0_seq2.p1,Pinf_PITG_17091T0,Ppat_Pp3c24_20900V3.1,Rigram_Gene.15797,Rirr_GBC49266,Sappar_KDO24019,Spimul_26083_TR13008_c0_g1,Tvag_XP_001276817.1
aOG.eur_ASF1_hist_chap1	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae	ASF1_hist_chap	4	7	7	ASF1_hist_chap.HG1.1:ASF1A/ASF1B	ASF1A/ASF1B	Ancsig_Gene.14661,Cpar_Cpar_evm1s3617,Diprot_Gene.1438,Gefoke_MALSP_01826.mRNA.1,Manpla_Gene.18534,Sappar_KDO32234,Vitbra_CEL94659.1
aOG.eur_ASF1_hist_chap2	AmorCRUM	ASF1_hist_chap	1	1	1	ASF1_hist_chap.HG1.1:ASF1A/ASF1B	ASF1A/ASF1B	Diprot_Gene.11542
aOG.eur_CAF1A0	AmorCRUM,Diaphoratickes,Malawimonadidae	CAF1A	3	11	11	CAF1A.HG1.0:CHAF1A	CHAF1A	Helrob_HelroP159230,Hydvul_Sc4wPfr_826.g32466.t1,Klenit_GAQ80815.1,Maljak_MALJA_01449.mRNA.1,Mgut_XP_012834844.1,Plafun_PRP73788,Sbic_KXG33892,Skow_XP_002730891.1,Sphfal_Sphfalx11G042300.1.p,Spun_KNC97636,Tetwil_Twilhelma_g18622.t2
aOG.eur_Hira0	AmorCRUM,Discoba	Hira	2	4	4	Hira.HG1.0:HIRA	HIRA	Jaklib_JAKLI_07810.mRNA.1,Mcir_OAD00478,Morelo_OAQ32583,Ncra_EAA28414
aOG.eur_Hira1	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	Hira	6	18	18	Hira.HG1.0:HIRA	HIRA	Acas_ELR22783,Alblai_CCA16712,Amobb2_AMBB2_07430.mRNA.1,Apla_XP_022108841.1,Aplker_67797,Coka_g13270.t1,Diprot_Gene.16645,Gefoke_MALSP_06898.mRNA.1,Klenit_GAQ84586.1,Linana_g614.t1,Meteor_CRO19MET_NODE_1111.p1,Nk52_evm28s2192,Pinf_PITG_16801T0,Plamic_ANCSI_01835.mRNA.1,Rigram_Gene.25938,Sbic_EER90801,Sphfal_Sphfalx02G157900.1.p,Tielac_KYQ88779
aOG.eur_NAP0	AmorCRUM,Diaphoratickes	NAP	2	6	7	NAP.HG2.1:SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	Acoe_PIA57449.1,Acoe_PIA62649.1,Alblai_CCA14829,Cgig_EKC28777,Lcom_lcpid95329,Morvir_scaffold44.g89.t1,Vitbra_CEM11521.1
aOG.eur_NAP1	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	NAP	4	5	5	NAP.HG1.0:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5,NAP.HG1.1:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0,NAP.HG1.2:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0,NAP.HG1.5:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0	like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5,NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5	Ddis_EAL71995,Nutlon_comp14680_c0_seq1.p1,Pavlsp_1021669,Plamic_ANCSI_10054.mRNA.1,Secula_SECUL_00283.mRNA.1
aOG.eur_NAP2	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	NAP	7	23	25	NAP.HG1.0:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5,NAP.HG1.2:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0,NAP.HG1.5:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0	like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5,NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5	Acas_ELR22669,Alblai_CCA17686,Amobb2_AMBB2_01900.mRNA.1,Carmem_529.p1,Chabra_GBG81343,Diprot_Gene.1014,Diprot_Gene.1178,Dpul_EFX90170,Gonavo_comp28936_c0_seq1_6_ORF12_328,Hemkuk_25918_TR8710_c0_g1,Hemkuk_25919_TR8710_c0_g1,Klenit_GAQ86671.1,Malcal_MALCA_11122.mRNA.1,Maljak_MALJA_21048.mRNA.1,Manpla_Gene.5847,Marpol_PTQ40649,Meteor_CRO19MET_NODE_5493.p2,Ncra_EAA26762,Phakir_PHAKIR_15671.mRNA.1,Phatri_Phatr3_J17779.p1,Pinf_PITG_04500T0,Plafun_PRP81673,Pygbif_GCRY01001546.1.p1,Rigram_Gene.420,Sphfal_Sphfalx15G040100.1.p
aOG.eur_NAP3	AmorCRUM,Diaphoratickes,Malawimonadidae	NAP	3	3	3	NAP.HG2.1:SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	Cpar_Cpar_evm2s5899,Diprot_Gene.17416,Maljak_MALJA_03408.mRNA.1
aOG.eur_NAP4	Ancyromonadida,Diaphoratickes,Hemimastigophora	NAP	3	3	3	NAP.HG2.1:SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	Hemkuk_23621_TR7926_c0_g2,Nutlon_comp12959_c0_seq1.p1,Plabra_CEO97303
aOG.eur_NAP5	Ancyromonadida,Discoba,Malawimonadidae	NAP	3	3	3	NAP.HG2.1:SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	Gefoke_MALSP_05404.mRNA.1,Jaklib_JAKLI_11823.mRNA.1,Plamic_ANCSI_03016.mRNA.1
aOG.eur_NAP6	Discoba	NAP	1	1	1	NAP.HG2.1:SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	Amobb2_AMBB2_00927.mRNA.1
aOG.eur_NAP7	AmorCRUM	NAP	1	1	1	NAP.HG2.1:SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	SET/SETSIP/TSPY1/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9P/TSPY10/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6	Cavfas_EGG20862
aOG.eur_Rtt1060	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	Rtt106	7	19	19	Rtt106.HG2.0:SUPT16H	SUPT16H	Acas_ELR19917,Amobb2_AMBB2_08001.mRNA.1,Ancsig_Gene.39168,Chrtob_KOO29846.1,Exapal_XP_020911009.1,Gefoke_MALSP_01823.mRNA.1,Hetalb_XP_020438888.1,Malcal_MALCA_08757.mRNA.1,Meteor_CRO19MET_NODE_1643.p1,Nk52_evm24s675,Nutlon_comp19798_c0_seq1.p1,Pinf_PITG_08392T0,Plafun_PRP76098,Ppat_Pp3c13_15990V3.1,Rigram_Gene.19619,Sacu_v1.1_s0124.g021592,Sbic_KXG37201,Sphfal_Sphfalx02G113400.1.p,Tvag_XP_001325321.1
aOG.eur_Rtt1061	Ancyromonadida,Metamonada	Rtt106	2	2	2	Rtt106.HG1.1:SSRP1	SSRP1	Plamic_ANCSI_11404.mRNA.1,Tvag_XP_001581267.1
aOG.eur_Rtt1062	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	Rtt106	7	21	21	Rtt106.HG1.1:SSRP1	SSRP1	Adig_XP_015772156.1,Amobb2_AMBB2_08079.mRNA.1,Atha_AT3G28730.1,Bnat_JGI_V11_19447,Cavfas_EGG19873,Cpar_Cpar_evm1s7284,Ddis_EAL62292,Exapal_XP_020913243.1,Gefoke_MALSP_01394.mRNA.1,Hetalb_XP_020438350.1,Klenit_GAQ83368.1,Maljak_MALJA_04791.mRNA.1,Meteor_CRO19MET_NODE_4105.p1,Nk52_evm3s96,Nutlon_comp17972_c0_seq1.p1,Perkma_EER07769,Pinf_PITG_14260T0,Plabra_CEP02588,Pygbif_GCRY01003113.1.p1,Rigram_Gene.5050,Spimul_5537_TR2812_c0_g1
aOG.eur_SPT160	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	SPT16	7	21	21	SPT16.HG1.0:SUPT16H	SUPT16H	Acas_ELR19917,Alblai_CCA22366,Amobb2_AMBB2_08001.mRNA.1,Ancsig_Gene.39168,Chrtob_KOO29846.1,Exapal_XP_020911009.1,Gefoke_MALSP_01823.mRNA.1,Hetalb_XP_020438888.1,Malcal_MALCA_08757.mRNA.1,Meteor_CRO19MET_NODE_1643.p1,Nk52_evm24s675,Nutlon_comp19798_c0_seq1.p1,Pinf_PITG_08392T0,Plafun_PRP76098,Ppat_Pp3c13_15990V3.1,Rigram_Gene.19619,Sacu_v1.1_s0124.g021592,Sappar_KDO29493,Sbic_KXG37201,Sphfal_Sphfalx02G113400.1.p,Tvag_XP_001325321.1
aOG.eur_SSrecog0	AmorCRUM,Ancyromonadida,Diaphoratickes	SSrecog	3	4	4	SSrecog.HG1.1:SSRP1	SSRP1	Nutlon_comp17972_c0_seq1.p1,Pinf_PITG_14260T0,Plabra_CEP02588,Rigram_Gene.5050
aOG.eur_SSrecog1	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	SSrecog	7	19	19	SSrecog.HG1.1:SSRP1	SSRP1	Adig_XP_015772156.1,Amobb2_AMBB2_08079.mRNA.1,Atha_AT3G28730.1,Bnat_JGI_V11_19447,Cavfas_EGG19873,Cpar_Cpar_evm1s7284,Ddis_EAL62292,Exapal_XP_020913243.1,Gefoke_MALSP_01394.mRNA.1,Hetalb_XP_020438350.1,Klenit_GAQ83368.1,Maljak_MALJA_04791.mRNA.1,Meteor_CRO19MET_NODE_4105.p1,Nk52_evm3s96,Nvec_NVE708,Perkma_EER07769,Plamic_ANCSI_11404.mRNA.1,Pygbif_GCRY01003113.1.p1,Spimul_5537_TR2812_c0_g1
aOG.eur_zf-CCHH0	AmorCRUM,Diaphoratickes,Malawimonadidae	zf-CCHH	3	4	4	zf-CCHH.HG1.0:like:CHFR:likeclu:7,zf-CCHH.HG1.1:like:APLF:likeclu:6	like:APLF,like:CHFR	Azfi_s0063.g035281,Gefoke_MALSP_15863.mRNA.1,Plafun_PRP87894,Spun_KND00811
aOG.eur_zf-CCHH1	AmorCRUM,Diaphoratickes,Discoba	zf-CCHH	3	12	12	zf-CCHH.HG1.7:CHFR	CHFR	Cavfas_EGG23593,Cvel_6880.t1-p1,Diprot_Gene.7824,Exapal_XP_020902194.1,Gonavo_comp27564_c0_seq1_6_ORF15_577,Jakbah_JAKBA_00429.mRNA.1,Lepsey_KPI83809,Marpol_PTQ49322,Phakir_PHAKIR_17449.mRNA.1,Secula_SECUL_01538.mRNA.1,Spun_KND04954,Tthe_EAS00264
aOG.eur_zf-CCHH2	Hemimastigophora,Malawimonadidae	zf-CCHH	2	2	2	zf-CCHH.HG1.12:like:APLF:likeclu:6	like:APLF	Gefoke_MALSP_17915.mRNA.1,Spimul_22691_TR11200_c0_g1
aOG.eur_zf-CCHH3	AmorCRUM,Hemimastigophora,Malawimonadidae	zf-CCHH	3	4	4	zf-CCHH.HG1.14:like:APLF:likeclu:6,zf-CCHH.HG1.15:like:APLF:likeclu:6	like:APLF	Cgig_EKC22845,Hemkuk_12394_TR4231_c0_g13,Malcal_MALCA_06248.mRNA.1,Tielac_KYQ89930
aOG.eur_zf-CCHH4	AmorCRUM,Malawimonadidae	zf-CCHH	2	3	3	zf-CCHH.HG1.2:like:CHFR:likeclu:7	like:CHFR	Acas_ELR17423,Gefoke_MALSP_12556.mRNA.1,Rigram_Gene.35738
aOG.eur_zf-CCHH5	AmorCRUM,Ancyromonadida,Diaphoratickes	zf-CCHH	3	6	6	zf-CCHH.HG1.0:like:CHFR:likeclu:7,zf-CCHH.HG1.16:like:APLF:likeclu:6,zf-CCHH.HG1.8:like:APLF:likeclu:6	like:APLF,like:CHFR	Cowc_KJE92270,Nutlon_comp12846_c0_seq1.p1,Plafun_PRP86779,Rigram_Gene.28510,Skow_XP_002737951.1,Symmic_Smic18224
aOG.eur_Dpy-300	AmorCRUM	Dpy-30	1	5	5	Dpy-30.HG1.19:AK7	AK7	Drer_ENSDARP00000117954.1,Manpla_Gene.15951,Nk52_evm20s164,Spis_XP_022788033_1,Spun_KND00419
aOG.eur_Dpy-301	AmorCRUM,Ancyromonadida,Discoba,Hemimastigophora	Dpy-30	4	5	5	Dpy-30.HG1.0:like:DYDC1/DYDC2:likeclu:1,Dpy-30.HG1.1:DYDC1/DYDC2,Dpy-30.HG1.19:AK7	AK7,DYDC1/DYDC2,like:DYDC1/DYDC2	Diprot_Gene.4189,Fabtro_Gene.6545,Hemkuk_12075_TR4122_c0_g4,Secula_SECUL_05938.mRNA.1,Spimul_13935_TR7458_c0_g1
